;s;p;o;source;support;pipeline;Danilo;FRA;;;;;;Danilo-FRA;;;
959;resource description framework (rdf);supports;engineering;['heuristic'];[5.0];no;y;n;;;;;;0;;;
1232;resource description framework (rdf);base;extensible markup language;['heuristic'];[3.0];no;n;y;;;;;;0;;;
0;resource description framework (rdf);uses;extensible markup language (xml);['heuristic', 'heuristic'];[25, 136];yes;n;y;;;;;;0;;;
161;resource description framework (rdf);uses;fuzzy cognitive maps;['luanyi'];[1];yes;n;y;;;;;;0;;;
1233;resource description framework (rdf);converts;graph matchings;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1068;resource description framework (rdf);executes;hash;['heuristic'];[4.0];no;n;n;;;;;;1;;;
1069;resource description framework (rdf);provides;hypertext transfer protocol (http);['heuristic'];[4.0];no;n;n;;;;;;1;;;
1070;resource description framework (rdf);evaluates;index structure;['heuristic'];[4.0];no;n;n;;;;;;1;;;
182;resource description framework (rdf);produces;inference;['heuristic'];[26];yes;n;n;;;;;;1;;;
787;resource description framework (rdf);supports;inference;['heuristic'];[8.0];no;y;y;;;;;;1;;;
1234;resource description framework (rdf);requires;information fusion;['heuristic'];[3.0];no;n;y;;;;;;0;;;
250;resource description framework (rdf);is;intelligent agents;['luanyi'];[1];yes;n;n;;;;;;1;;;
1235;resource description framework (rdf);selects;knowledge acquisition;['heuristic', 'heuristic'];[3.0, 2.0];no;n;n;;;;;;1;;;
1071;resource description framework (rdf);provides;knowledge bases;['heuristic'];[4.0];no;n;y;;;;;;0;;;
960;resource description framework (rdf);supports;knowledge management;['heuristic'];[5.0];no;y;y;;;;;;1;;;
1072;resource description framework (rdf);uses;knowledge management;['heuristic'];[4.0];no;n;n;;;;;;1;;;
257;resource description framework (rdf);guides;knowledge representation;['heuristic'];[33];yes;y;y;;;;;;1;;;
874;resource description framework (rdf);is;knowledge representation;['heuristic'];[6.0];no;y;y;;;;;;1;;;
788;resource description framework (rdf);learns;learning;['heuristic'];[8.0];no;n;n;;;;;;1;;;
875;resource description framework (rdf);learns;learning objects;['heuristic'];[6.0];no;n;n;;;;;;1;;;
1073;resource description framework (rdf);uses;libraries;['heuristic'];[4.0];no;y;n;;;;;;0;;;
96;resource description framework (rdf);is;linked data;['luanyi'];[1];yes;n;y;;;;;;0;;;
471;resource description framework (rdf);links;linked data;['heuristic'];[24];yes;y;n;;;;;;0;;;
563;resource description framework (rdf);produces;linked data;['heuristic'];[55];yes;n;y;;;;;;0;;;
176;resource description framework (rdf);is;linked open data;['luanyi'];[8];yes;n;y;;;;;;0;;;
789;resource description framework (rdf);uses;linked open data;['heuristic'];[8.0];no;n;y;;;;;;0;;;
1236;resource description framework (rdf);acquires;mobile applications;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1237;resource description framework (rdf);provides;modeling languages;['heuristic'];[3.0];no;y;n;;;;;;0;;;
1238;resource description framework (rdf);selects;natural language processing systems;['heuristic'];[3.0];no;n;n;;;;;;1;;;
28;resource description framework (rdf);defines;ontologies;['heuristic', 'openie', 'heuristic'];[77, 3, 155];yes;n;y;;;;;;0;;;
64;resource description framework (rdf);is;ontology language;['luanyi'];[11];yes;n;y;;;;;;0;;;
262;resource description framework (rdf);provides;ontology modeling;['openie'];[1];yes;y;y;;;;;;1;;;
1074;resource description framework (rdf);improves;query execution;['heuristic'];[4.0];no;n;y;;;;;;0;;;
587;resource description framework (rdf);uses;query optimization;['luanyi'];[1];yes;n;y;;;;;;0;;;
548;resource description framework (rdf);includes;rdf data;['luanyi'];[1];yes;n;y;;;;;;0;;;
315;resource description framework (rdf);queries;rdf data;['openie'];[1];yes;n;n;;;;;;1;;;
166;resource description framework (rdf);uses;rdf data;['heuristic'];[53];yes;y;y;;;;;;1;;;
356;resource description framework (rdf);uses;rdf graph;['heuristic'];[21];yes;n;y;;;;;;0;;;
439;resource description framework (rdf);produces;reasoning algorithms;['heuristic'];[20];yes;n;n;;;;;;1;;;
9;resource description framework (rdf);provides;reasoning algorithms;['openie'];[1];yes;n;n;;;;;;1;;;
876;resource description framework (rdf);supports;reasoning algorithms;['heuristic'];[6.0];no;n;n;;;;;;1;;;
366;resource description framework (rdf);is;recommendation;['openie'];[2];yes;n;n;;;;;;1;;;
1075;resource description framework (rdf);produces;relational data;['heuristic'];[4.0];no;y;n;;;;;;0;;;
490;resource description framework (rdf);uses;relational data;['luanyi'];[1];yes;n;n;;;;;;1;;;
877;resource description framework (rdf);converts;relational database systems;['heuristic'];[6.0];no;n;y;;;;;;0;;;
197;resource description framework (rdf);matches;relational database systems;['heuristic'];[29];yes;n;y;;;;;;0;;;
1239;resource description framework (rdf);produces;resource discovery;['heuristic'];[3.0];no;n;n;;;;;;1;;;
741;resource description framework (rdf);provides;retrieval performance;['heuristic'];[1];yes;y;n;;;;;;0;;;
827;resource description framework (rdf);acquires;semantic data;['heuristic'];[7.0];no;n;n;;;;;;1;;;
595;resource description framework (rdf);includes;semantic data;['luanyi'];[1];yes;n;y;;;;;;0;;;
249;resource description framework (rdf);is;semantic interoperability;['luanyi'];[1];yes;n;n;;;;;;1;;;
1240;resource description framework (rdf);provides;semantic interoperability;['heuristic'];[3.0];no;y;y;;;;;;1;;;
465;resource description framework (rdf);is;semantic relationships;['luanyi'];[2];yes;n;n;;;;;;1;;;
961;resource description framework (rdf);supports;semantic search engines;['heuristic'];[5.0];no;y;y;;;;;;1;;;
1241;resource description framework (rdf);converts;semantic web technologies;['heuristic'];[3.0];no;n;n;;;;;;1;;;
112;resource description framework (rdf);is;semantic web technologies;['luanyi', 'heuristic', 'luanyi', 'luanyi'];[9, 131, 8, 68];yes;y;y;;;;;;1;;;
600;resource description framework (rdf);provides;semantic web technologies;['heuristic'];[228];yes;y;n;;;;;;0;;;
78;resource description framework (rdf);uses;semantic web technologies;['luanyi'];[2];yes;n;y;;;;;;0;;;
409;resource description framework (rdf);is;semantic wikis;['luanyi'];[1];yes;n;n;;;;;;1;;;
61;resource description framework (rdf);is;social networks;['luanyi'];[1];yes;n;n;;;;;;1;;;
169;resource description framework (rdf);includes;social sciences;['luanyi'];[1];yes;n;n;;;;;;1;;;
401;resource description framework (rdf);represents;sparql;['heuristic'];[39];yes;n;n;;;;;;1;;;
258;resource description framework (rdf);uses;sparql;['heuristic', 'openie'];[134, 1];yes;n;y;;;;;;0;;;
694;resource description framework (rdf);uses;sparql inferencing notation (spin);['heuristic'];[2];yes;n;y;;;;;;0;;;
347;resource description framework (rdf);is;standard model;['openie', 'heuristic', 'heuristic'];[1, 1, 2];yes;y;y;;;;;;1;;;
1242;resource description framework (rdf);produces;structured query language (sql);['heuristic'];[3.0];no;n;n;;;;;;1;;;
1076;resource description framework (rdf);automates;validation;['heuristic'];[4.0];no;n;n;;;;;;1;;;
226;resource description framework (rdf);is;vocabulary;['luanyi'];[2];yes;n;n;;;;;;1;;;
338;resource description framework (rdf);provides;vocabulary;['heuristic'];[20];yes;y;y;;;;;;1;;;
557;resource description framework (rdf);is;web applications;['luanyi'];[8];yes;n;n;;;;;;1;;;
1243;resource description framework (rdf);provides;web applications;['heuristic'];[3.0];no;n;n;;;;;;1;;;
790;resource description framework (rdf);includes;web contents;['heuristic', 'heuristic'];[8.0, 3.0];no;y;y;;;;;;1;;;
154;resource description framework (rdf);represents;web contents;['openie', 'heuristic'];[1, 2];yes;y;y;;;;;;1;;;
444;resource description framework (rdf);is;web engineering;['luanyi'];[1];yes;y;n;;;;;;0;;;
501;resource description framework (rdf);represents;web information;['openie', 'heuristic'];[1, 8];yes;y;y;;;;;;1;;;
1077;resource description framework (rdf);interacts;web of data;['heuristic'];[4.0];no;y;y;;;;;;1;;;
27;resource description framework (rdf);is;web ontology language;['luanyi'];[6];yes;y;n;;;;;;0;;;
275;resource description framework (rdf);uses;web ontology language;['heuristic'];[212];yes;y;y;;;;;;1;;;
1244;resource description framework (rdf);supports;wordnet;['heuristic'];[3.0];no;y;y;;;;;;1;;;
373;resource description framework (rdf);includes;xml data;['openie'];[1];yes;y;y;;;;;;1;;;
620;resource discovery;uses;linked data;['heuristic'];[1];yes;y;y;;;;;;1;;;
482;resource discovery;uses;web ontology language;['luanyi'];[1];yes;y;y;;;;;;1;;;
1245;resource sharing;base;web ontology language;['heuristic'];[3.0];no;n;n;;;;;;1;;;
689;robots;uses;semantic description;['heuristic'];[2];yes;y;y;;;;;;1;;;
763;robots;uses;semantic web services;['heuristic'];[2];yes;y;y;;;;;;1;;;
1246;satisfiability;includes;web ontology language;['heuristic'];[3.0];no;n;n;;;;;;1;;;
962;schema matching;uses;ontology alignment;['heuristic'];[5.0];no;y;y;;;;;;1;;;
296;scientific data;uses;linked data;['luanyi'];[1];yes;y;y;;;;;;1;;;
963;search engines;base;resource description framework (rdf);['heuristic'];[5.0];no;y;n;;;;;;0;;;
1078;search engines;selects;resource description framework (rdf);['heuristic'];[4.0];no;y;y;;;;;;1;;;
91;search engines;includes;semantic search engines;['luanyi'];[4];yes;y;y;;;;;;1;;;
346;search engines;provides;semantic search engines;['openie', 'heuristic'];[2, 44];yes;y;n;;;;;;0;;;
585;search engines;uses;semantic web services;['luanyi'];[2];yes;y;y;;;;;;1;;;
598;search engines;uses;web ontology language;['luanyi'];[2];yes;y;y;;;;;;1;;;
25;security models;uses;resource description framework (rdf);['luanyi'];[1];yes;y;y;;;;;;1;;;
1247;security policies;base;web ontology language;['heuristic', 'heuristic'];[3.0, 1.0];no;y;n;;;;;;0;;;
52;security policies;uses;web ontology language;['luanyi'];[1];yes;y;y;;;;;;1;;;
1248;semantic concept;supports;semantic search engines;['heuristic'];[3.0];no;n;y;;;;;;0;;;
1079;semantic data;links;linked data;['heuristic'];[4.0];no;y;y;;;;;;1;;;
412;semantic data;uses;ontology alignment;['luanyi'];[1];yes;y;y;;;;;;1;;;
878;semantic data;improves;semantic search engines;['heuristic'];[6.0];no;y;y;;;;;;1;;;
658;semantic data;uses;web ontology language;['heuristic'];[2];yes;y;y;;;;;;1;;;
565;semantic description;uses;analytic hierarchy process (ahp);['luanyi'];[1];yes;n;y;;;;;;0;;;
1249;semantic description;supports;automated reasoning;['heuristic'];[3.0];no;y;y;;;;;;1;;;
879;semantic description;provides;automation;['heuristic'];[6.0];no;n;n;;;;;;1;;;
1250;semantic description;supports;autonomic computing;['heuristic'];[3.0];no;y;y;;;;;;1;;;
964;semantic description;improves;cache;['heuristic'];[5.0];no;n;y;;;;;;0;;;
1080;semantic description;requires;compilers;['heuristic'];[4.0];no;n;n;;;;;;1;;;
663;semantic description;uses;component-based software engineering;['heuristic'];[11];yes;n;y;;;;;;0;;;
828;semantic description;produces;content based recommendation (cbr);['heuristic'];[7.0];no;n;y;;;;;;0;;;
316;semantic description;uses;description logics;['luanyi'];[1];yes;n;y;;;;;;0;;;
1251;semantic description;proposes;descriptors;['heuristic'];[3.0];no;n;y;;;;;;0;;;
791;semantic description;improves;digital libraries;['heuristic'];[8.0];no;y;y;;;;;;1;;;
145;semantic description;uses;digital libraries;['luanyi'];[1];yes;n;n;;;;;;1;;;
1081;semantic description;learns;e-learning environment;['heuristic'];[4.0];no;n;n;;;;;;1;;;
1252;semantic description;links;engineering;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1253;semantic description;affects;extensible markup language (xml);['heuristic'];[3.0];no;n;n;;;;;;1;;;
202;semantic description;uses;formal specifications;['luanyi'];[1];yes;y;y;;;;;;1;;;
164;semantic description;uses;fuzzy logics;['luanyi'];[1];yes;n;y;;;;;;0;;;
688;semantic description;uses;haskell;['heuristic'];[2];yes;n;y;;;;;;0;;;
1254;semantic description;acquires;knowledge bases;['heuristic'];[3.0];no;n;n;;;;;;1;;;
142;semantic description;uses;knowledge bases;['luanyi'];[1];yes;n;y;;;;;;0;;;
1082;semantic description;converts;knowledge representation;['heuristic'];[4.0];no;n;n;;;;;;1;;;
1255;semantic description;proposes;linked data;['heuristic'];[3.0];no;n;n;;;;;;1;;;
402;semantic description;uses;model-driven architectures;['luanyi'];[1];yes;n;n;;;;;;1;;;
1083;semantic description;includes;multimedia data;['heuristic'];[4.0];no;n;n;;;;;;1;;;
485;semantic description;uses;ontologies;['heuristic', 'luanyi', 'openie'];[48, 6, 1];yes;y;y;;;;;;1;;;
731;semantic description;uses;ontology alignment;['heuristic'];[1];yes;n;y;;;;;;0;;;
59;semantic description;uses;ontology language;['luanyi', 'heuristic'];[2, 4];yes;y;y;;;;;;1;;;
686;semantic description;uses;parallel programming;['heuristic'];[2];yes;n;n;;;;;;1;;;
552;semantic description;supports;reasoning algorithms;['openie'];[1];yes;y;y;;;;;;1;;;
1084;semantic description;supports;search engines;['heuristic'];[4.0];no;y;y;;;;;;1;;;
880;semantic description;extends;semantic distance;['heuristic'];[6.0];no;n;y;;;;;;0;;;
1256;semantic description;extends;semantic relationships;['heuristic'];[3.0];no;y;n;;;;;;0;;;
1085;semantic description;provides;semantic relationships;['heuristic'];[4.0];no;n;y;;;;;;0;;;
377;semantic description;uses;semantic relationships;['luanyi'];[1];yes;n;y;;;;;;0;;;
1086;semantic description;provides;semantic web services;['heuristic'];[4.0];no;n;n;;;;;;1;;;
611;semantic description;uses;semantic web technologies;['luanyi', 'heuristic'];[1, 3];yes;n;y;;;;;;0;;;
1087;semantic description;provides;sensor data;['heuristic'];[4.0];no;n;y;;;;;;0;;;
1257;semantic description;supports;service compositions;['heuristic'];[3.0];no;n;y;;;;;;0;;;
1258;semantic description;provides;web ontology language;['heuristic'];[3.0];no;n;y;;;;;;0;;;
170;semantic description;uses;web ontology language;['openie', 'heuristic'];[1, 3];yes;y;y;;;;;;1;;;
1259;semantic description;provides;wordnet;['heuristic'];[3.0];no;n;y;;;;;;0;;;
510;semantic description;uses;wordnet;['luanyi'];[1];yes;n;y;;;;;;0;;;
159;semantic description;supports;business services;['openie'];[1];yes;y;y;;;;;;1;;;
364;semantic descriptions;is;component-based software engineering;['openie'];[1];yes;n;n;;;;;;1;;;
542;semantic descriptions;uses;heterogeneous databases;['luanyi'];[1];yes;n;y;;;;;;0;;;
1260;semantic descriptions;publishes;linked data;['heuristic'];[3.0];no;n;n;;;;;;1;;;
541;semantic descriptions;uses;ontologies;['luanyi'];[3];yes;y;y;;;;;;1;;;
1261;semantic descriptions;is;resource description framework (rdf);['heuristic'];[3.0];no;n;n;;;;;;1;;;
685;semantic descriptions;uses;semantic description;['heuristic'];[1];yes;n;n;;;;;;1;;;
13;semantic descriptions;is;semantic relationships;['luanyi'];[1];yes;n;n;;;;;;1;;;
881;semantic descriptions;is;semantic web technologies;['heuristic', 'heuristic'];[6.0, 1.0];no;n;y;;;;;;0;;;
269;semantic descriptions;uses;semantic web technologies;['openie', 'heuristic'];[1, 3];yes;n;y;;;;;;0;;;
1262;semantic descriptions;supports;web of data;['heuristic'];[3.0];no;y;y;;;;;;1;;;
765;semantic desktop;uses;linked data;['heuristic'];[1];yes;y;y;;;;;;1;;;
232;semantic desktop;uses;semantic search engines;['luanyi'];[1];yes;y;y;;;;;;1;;;
514;semantic distance;uses;linked data;['luanyi'];[1];yes;n;y;;;;;;0;;;
318;semantic heterogeneity;uses;ontology alignment;['luanyi', 'luanyi'];[3, 1];yes;y;y;;;;;;1;;;
75;semantic heterogeneity;uses;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
1263;semantic interoperability;provides;linked data;['heuristic'];[3.0];no;n;n;;;;;;1;;;
146;semantic interoperability;uses;ontology alignment;['luanyi', 'luanyi', 'heuristic'];[10, 3, 10];yes;n;y;;;;;;0;;;
1264;semantic interoperability;supports;semantic search engines;['heuristic'];[3.0];no;y;y;;;;;;1;;;
1088;semantic interoperability;converts;semantic web services;['heuristic'];[4.0];no;n;n;;;;;;1;;;
489;semantic interoperability;uses;semantic web services;['luanyi'];[1];yes;y;y;;;;;;1;;;
792;semantic interoperability;includes;web ontology language;['heuristic'];[8.0];no;n;n;;;;;;1;;;
497;semantic interoperability;uses;web ontology language;['luanyi', 'heuristic'];[2, 3];yes;y;y;;;;;;1;;;
719;semantic metadata;uses;resource description framework (rdf);['heuristic'];[1];yes;y;y;;;;;;1;;;
436;semantic relationships;uses;linked data;['luanyi', 'luanyi'];[1, 2];yes;y;y;;;;;;1;;;
5;semantic relationships;uses;ontology alignment;['luanyi'];[1];yes;y;y;;;;;;1;;;
1265;semantic relationships;converts;resource description framework (rdf);['heuristic'];[3.0];no;n;n;;;;;;1;;;
1266;semantic relationships;represents;resource description framework (rdf);['heuristic'];[3.0];no;n;n;;;;;;1;;;
1267;semantic relationships;selects;semantic description;['heuristic'];[3.0];no;n;n;;;;;;1;;;
425;semantic relationships;uses;semantic description;['luanyi'];[1];yes;y;n;;;;;;0;;;
965;semantic relationships;represents;semantic web services;['heuristic'];[5.0];no;n;y;;;;;;0;;;
526;semantic relationships;supports;semantic web services;['heuristic'];[21];yes;y;y;;;;;;1;;;
387;semantic relationships;uses;semantic web services;['luanyi'];[4];yes;n;y;;;;;;0;;;
703;semantic relationships;uses;web ontology language;['heuristic', 'heuristic'];[8, 1];yes;n;y;;;;;;0;;;
882;semantic search engine;acquires;component-based software engineering;['heuristic', 'heuristic'];[6.0, 1.0];no;n;n;;;;;;1;;;
212;semantic search engine;includes;component-based software engineering;['luanyi'];[1];yes;n;n;;;;;;1;;;
1268;semantic search engine;acquires;database systems;['heuristic'];[3.0];no;n;n;;;;;;1;;;
406;semantic search engine;uses;database systems;['luanyi'];[1];yes;y;y;;;;;;1;;;
248;semantic search engine;uses;description logics;['luanyi'];[1];yes;y;y;;;;;;1;;;
1269;semantic search engine;produces;domain-specific ontologies;['heuristic'];[3.0];no;y;n;;;;;;0;;;
644;semantic search engine;uses;engine;['heuristic'];[17];yes;y;y;;;;;;1;;;
1089;semantic search engine;combines;information retrieval;['heuristic'];[4.0];no;y;n;;;;;;0;;;
157;semantic search engine;is;information technology;['luanyi'];[1];yes;n;y;;;;;;0;;;
1270;semantic search engine;acquires;internet;['heuristic'];[3.0];no;n;n;;;;;;1;;;
701;semantic search engine;uses;knowledge bases;['heuristic'];[4];yes;y;y;;;;;;1;;;
141;semantic search engine;uses;linked data;['luanyi'];[1];yes;y;y;;;;;;1;;;
1090;semantic search engine;supports;linked open data;['heuristic'];[4.0];no;y;y;;;;;;1;;;
241;semantic search engine;uses;natural language interfaces;['luanyi'];[4];yes;y;y;;;;;;1;;;
1271;semantic search engine;provides;natural languages;['heuristic'];[3.0];no;n;n;;;;;;1;;;
2;semantic search engine;produces;ontologies;['heuristic'];[30];yes;y;n;;;;;;0;;;
273;semantic search engine;uses;ontologies;['luanyi'];[5];yes;y;y;;;;;;1;;;
966;semantic search engine;acquires;ontology technology;['heuristic'];[5.0];no;n;n;;;;;;1;;;
589;semantic search engine;combines;ontology technology;['openie'];[1];yes;y;y;;;;;;1;;;
404;semantic search engine;uses;ontology technology;['luanyi'];[1];yes;y;y;;;;;;1;;;
588;semantic search engine;uses;search engines;['luanyi'];[4];yes;y;y;;;;;;1;;;
220;semantic search engine;uses;semantic data;['luanyi'];[1];yes;y;y;;;;;;1;;;
556;semantic search engine;uses;semantic relationships;['luanyi'];[2];yes;y;y;;;;;;1;;;
504;semantic search engine;uses;semantic search engines;['luanyi'];[2];yes;y;y;;;;;;1;;;
17;semantic search engine;uses;semantic web technologies;['luanyi', 'luanyi', 'heuristic'];[3, 1, 1];yes;y;y;;;;;;1;;;
650;semantic search engine;uses;structured query language (sql);['heuristic'];[1];yes;y;y;;;;;;1;;;
478;semantic search engine;uses;user interfaces;['luanyi'];[1];yes;y;y;;;;;;1;;;
883;semantic search engine;provides;user query;['heuristic'];[6.0];no;n;y;;;;;;0;;;
1272;semantic search engine;supports;visualization;['heuristic'];[3.0];no;n;y;;;;;;0;;;
1091;semantic search engine;acquires;web contents;['heuristic'];[4.0];no;y;y;;;;;;1;;;
700;semantic search engine;includes;web information;['heuristic'];[2];yes;y;y;;;;;;1;;;
493;semantic search engine;uses;wordnet;['luanyi'];[1];yes;y;y;;;;;;1;;;
1092;semantic search engines;produces;access control;['heuristic'];[4.0];no;n;n;;;;;;1;;;
967;semantic search engines;uses;artificial intelligence;['heuristic'];[5.0];no;y;y;;;;;;1;;;
829;semantic search engines;supports;audio;['heuristic'];[7.0];no;n;n;;;;;;1;;;
129;semantic search engines;uses;automatic image annotation;['luanyi', 'heuristic'];[1, 1];yes;y;y;;;;;;1;;;
1273;semantic search engines;acquires;background knowledge;['heuristic'];[3.0];no;n;y;;;;;;0;;;
1274;semantic search engines;uses;clustering algorithms;['heuristic'];[3.0];no;y;y;;;;;;1;;;
884;semantic search engines;produces;communication;['heuristic'];[6.0];no;y;n;;;;;;0;;;
793;semantic search engines;acquires;component-based software engineering;['heuristic', 'heuristic'];[8.0, 1.0];no;n;n;;;;;;1;;;
352;semantic search engines;is;component-based software engineering;['openie'];[1];yes;n;n;;;;;;1;;;
1275;semantic search engines;proposes;concept lattices;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1276;semantic search engines;causes;concept similarity;['heuristic'];[3.0];no;n;n;;;;;;1;;;
1277;semantic search engines;uses;data mining;['heuristic'];[3.0];no;y;y;;;;;;1;;;
623;semantic search engines;uses;database systems;['heuristic'];[4];yes;y;y;;;;;;1;;;
365;semantic search engines;uses;description logics;['luanyi', 'heuristic'];[1, 3];yes;y;y;;;;;;1;;;
678;semantic search engines;uses;digital images;['heuristic'];[1];yes;y;y;;;;;;1;;;
968;semantic search engines;is;digital libraries;['heuristic'];[5.0];no;n;n;;;;;;1;;;
885;semantic search engines;provides;domain knowledge;['heuristic'];[6.0];no;y;y;;;;;;1;;;
495;semantic search engines;uses;domain-specific ontologies;['luanyi'];[5];yes;y;y;;;;;;1;;;
1278;semantic search engines;learns;e-learning environment;['heuristic'];[3.0];no;n;n;;;;;;1;;;
108;semantic search engines;uses;electronic documents;['luanyi'];[1];yes;y;y;;;;;;1;;;
253;semantic search engines;uses;email;['luanyi'];[1];yes;y;y;;;;;;1;;;
454;semantic search engines;uses;engine;['heuristic'];[47];yes;y;y;;;;;;1;;;
1093;semantic search engines;base;extensible markup language (xml);['heuristic'];[4.0];no;y;n;;;;;;0;;;
746;semantic search engines;uses;fuzzy description logic;['heuristic'];[2];yes;y;y;;;;;;1;;;
332;semantic search engines;uses;graph matchings;['luanyi'];[1];yes;y;y;;;;;;1;;;
1279;semantic search engines;base;hierarchical models;['heuristic'];[3.0];no;y;n;;;;;;0;;;
494;semantic search engines;uses;hierarchical models;['luanyi'];[2];yes;y;y;;;;;;1;;;
582;semantic search engines;uses;index structure;['luanyi'];[1];yes;y;y;;;;;;1;;;
432;semantic search engines;uses;inference;['luanyi', 'heuristic'];[2, 21];yes;y;y;;;;;;1;;;
1280;semantic search engines;supports;information acquisitions;['heuristic'];[3.0];no;y;y;;;;;;1;;;
1281;semantic search engines;uses;information needs;['heuristic'];[3.0];no;n;y;;;;;;0;;;
593;semantic search engines;uses;information retrieval;['heuristic'];[34];yes;y;y;;;;;;1;;;
559;semantic search engines;provides;knowledge bases;['heuristic'];[25];yes;y;y;;;;;;1;;;
830;semantic search engines;improves;knowledge discovery;['heuristic'];[7.0];no;y;y;;;;;;1;;;
1094;semantic search engines;supports;knowledge management;['heuristic'];[4.0];no;y;y;;;;;;1;;;
530;semantic search engines;uses;knowledge representation;['luanyi'];[1];yes;y;y;;;;;;1;;;
117;semantic search engines;learns;learning;['heuristic'];[24];yes;y;n;;;;;;0;;;
886;semantic search engines;selects;libraries;['heuristic'];[6.0];no;n;y;;;;;;0;;;
758;semantic search engines;uses;linked data;['heuristic'];[11];yes;y;y;;;;;;1;;;
699;semantic search engines;uses;linked open data;['heuristic'];[8];yes;y;y;;;;;;1;;;
23;semantic search engines;uses;map-reduce;['luanyi', 'heuristic'];[1, 1];yes;y;y;;;;;;1;;;
8;semantic search engines;uses;mobile agents;['luanyi'];[1];yes;y;y;;;;;;1;;;
133;semantic search engines;uses;mobile devices;['luanyi'];[2];yes;n;y;;;;;;0;;;
486;semantic search engines;uses;mobile phones;['openie', 'luanyi', 'heuristic'];[1, 2, 2];yes;n;y;;;;;;0;;;
969;semantic search engines;provides;multimedia data;['heuristic'];[5.0];no;y;y;;;;;;1;;;
385;semantic search engines;uses;named entity recognition;['luanyi'];[1];yes;y;y;;;;;;1;;;
525;semantic search engines;is;natural language processing systems;['luanyi'];[1];yes;y;n;;;;;;0;;;
831;semantic search engines;uses;natural language processing systems;['heuristic'];[7.0];no;y;y;;;;;;1;;;
171;semantic search engines;requires;ontologies;['openie'];[3];yes;y;y;;;;;;1;;;
285;semantic search engines;uses;ontologies;['heuristic', 'luanyi'];[209, 16];yes;y;y;;;;;;1;;;
362;semantic search engines;uses;parallelism;['luanyi'];[1];yes;y;y;;;;;;1;;;
405;semantic search engines;uses;pervasive computing;['luanyi'];[1];yes;y;y;;;;;;1;;;
1282;semantic search engines;improves;process mining;['heuristic'];[3.0];no;y;y;;;;;;1;;;
1283;semantic search engines;produces;purchase;['heuristic'];[3.0];no;n;y;;;;;;0;;;
12;semantic search engines;uses;rdf data;['luanyi'];[1];yes;y;y;;;;;;1;;;
511;semantic search engines;executes;reasoning algorithms;['heuristic'];[23];yes;y;y;;;;;;1;;;
24;semantic search engines;uses;recommendation;['openie'];[1];yes;n;y;;;;;;0;;;
126;semantic search engines;uses;resource description framework (rdf);['luanyi', 'openie', 'heuristic'];[1, 1, 5];yes;y;y;;;;;;1;;;
50;semantic search engines;combines;search engines;['heuristic'];[57];yes;y;y;;;;;;1;;;
461;semantic search engines;requires;search engines;['openie'];[4];yes;y;y;;;;;;1;;;
592;semantic search engines;uses;search engines;['luanyi'];[11];yes;y;y;;;;;;1;;;
970;semantic search engines;requires;semantic metadata;['heuristic'];[5.0];no;y;y;;;;;;1;;;
740;semantic search engines;uses;semantic relationships;['heuristic'];[8];yes;y;y;;;;;;1;;;
278;semantic search engines;uses;semantic search engine;['luanyi'];[2];yes;y;y;;;;;;1;;;
767;semantic search engines;uses;semantic similarity measures;['heuristic'];[13];yes;y;y;;;;;;1;;;
887;semantic search engines;uses;semantic web services;['heuristic'];[6.0];no;y;y;;;;;;1;;;
971;semantic search engines;base;semantic web technologies;['heuristic'];[5.0];no;y;y;;;;;;1;;;
480;semantic search engines;is;semantic web technologies;['luanyi', 'luanyi'];[2, 1];yes;y;y;;;;;;1;;;
63;semantic search engines;provides;semantic web technologies;['heuristic'];[68];yes;y;y;;;;;;1;;;
372;semantic search engines;uses;semantic web technologies;['luanyi', 'luanyi'];[3, 6];yes;y;y;;;;;;1;;;
612;semantic search engines;uses;social networks;['luanyi'];[2];yes;n;y;;;;;;0;;;
348;semantic search engines;uses;sparql;['luanyi', 'heuristic'];[2, 17];yes;y;y;;;;;;1;;;
760;semantic search engines;uses;sparql inferencing notation (spin);['heuristic'];[1];yes;y;y;;;;;;1;;;
302;semantic search engines;uses;spatial data infrastructure;['luanyi'];[1];yes;y;y;;;;;;1;;;
1284;semantic search engines;selects;stream data;['heuristic'];[3.0];no;n;n;;;;;;1;;;
213;semantic search engines;uses;text mining;['luanyi'];[1];yes;y;y;;;;;;1;;;
1095;semantic search engines;extends;user profiling;['heuristic'];[4.0];no;n;n;;;;;;1;;;
398;semantic search engines;uses;user query;['luanyi', 'heuristic'];[1, 19];yes;y;y;;;;;;1;;;
523;semantic search engines;requires;verification;['openie'];[1];yes;n;y;;;;;;0;;;
636;semantic search engines;uses;vocabulary;['heuristic'];[6];yes;y;y;;;;;;1;;;
888;semantic search engines;classifies;web contents;['heuristic'];[6.0];no;y;y;;;;;;1;;;
1096;semantic search engines;includes;web information;['heuristic'];[4.0];no;y;y;;;;;;1;;;
520;semantic search engines;uses;web of data;['luanyi'];[1];yes;y;y;;;;;;1;;;
