,s,p,o,source,support
1129,ontology alignment,uses,semantic relationships,heuristic,1
1130,computer science,links,linked data,heuristic,1
1131,linked data,provides,probability,heuristic,2
1132,component-based software engineering,is,web ontology language,heuristic,3
1133,ontology alignment,is,semantic web technologies,heuristic,32
1134,semantic description,supports,mass customization,heuristic,2
1135,semantic web services,conjunction,multi-agents,heuristic,1
1136,content management systems,uses,semantic web services,heuristic,2
1137,ontology construction,conjunction,ontology alignment,heuristic,1
1138,semantic descriptions,provides,ontology-based,heuristic,3
1139,electronic commerce,requires,ontology alignment,heuristic,5
1140,component-based software engineering,produces,linked data,heuristic,8
1141,bayesian classification,classify,semantic web services,heuristic,1
1142,semantic search engines,conjunction,ontology learning,heuristic,2
1143,wordnet,matches,ontology alignment,heuristic,5
1144,semantic web services,conjunction,semantic search engines,heuristic,1
1145,web ontology language,proposes,knowledge-sharing,heuristic,4
1146,web ontology language,supports,search engines,heuristic,1
1147,curriculum,converts,ontology alignment,heuristic,1
1148,reference architectures,improves,semantic description,heuristic,3
1149,internet,uses,semantic descriptions,heuristic,1
1150,semantic search engines,uses,relational data models,heuristic,1
1151,semantic descriptions,uses,semantic web technologies,heuristic,3
1152,automatic image annotation,supports,semantic search engines,heuristic,1
1153,linked data,provides,natural language interfaces,heuristic,2
1154,web ontology language,includes,online courses,heuristic,2
1155,web ontology language,uses,collaborative designs,heuristic,4
1156,resource description framework (rdf),conjunction,xml schemas,heuristic,1
1157,faculty,proposes,resource description framework (rdf),heuristic,2
1158,linked data,produces,query rewritings,heuristic,4
1159,semantic web rule languages,automates,semantic web services,heuristic,2
1160,semantic web services,provides,software agents,heuristic,17
1161,ontology alignment,proposes,semantic web technologies,heuristic,4
1162,semantic web services,uses,ontology language,heuristic,5
1163,ontology technology,analyzes,semantic description,heuristic,1
1164,resource description framework (rdf),supports,data integration,heuristic,2
1165,semantic web services,proposes,semantic web service discovery,heuristic,12
1166,semantic search engines,base,linked open data,heuristic,3
1167,ontology merging,conjunction,ontology alignment,heuristic,1
1168,resource description framework (rdf),provides,linked open data,heuristic,10
1169,semantic search engines,uses,map-reduce,heuristic,1
1170,spatial data infrastructure,conjunction,linked data,heuristic,1
1171,data integration,proposes,semantic search engines,heuristic,2
1172,linked data,analyzes,semantic data,heuristic,5
1173,resource description framework (rdf),supports,social webs,heuristic,1
1174,information integration,conjunction,ontology alignment,heuristic,1
1175,semantic web services,base,programming languages,heuristic,1
1176,web applications,base,semantic search engines,heuristic,3
1177,ontology alignment,uses,argumentation,heuristic,1
1178,communication networks,uses,ontology alignment,heuristic,2
1179,computer science,is,semantic search engines,heuristic,1
1180,linked data,selects,web contents,heuristic,3
1181,web ontology language,provides,semantic web technologies,heuristic,114
1182,resource description framework (rdf),converts,relational database systems,heuristic,2
1183,web ontology language,uses,knowledge acquisition,heuristic,2
1184,knowledge discovery,supports,ontology alignment,heuristic,3
1185,resource description framework (rdf),improves,libraries,heuristic,9
1186,web ontology language,limits,product design,heuristic,2
1187,linked data,conjunction,clustering algorithms,heuristic,1
1188,ontology alignment,improves,web services discovery,heuristic,3
1189,ontology alignment,provides,collaborative designs,heuristic,1
1190,resource description framework (rdf),uses,business process execution language,heuristic,1
1191,linked data,provides,digital contents,heuristic,2
1192,semantic web services,uses,semantic web technologies,heuristic,3
1193,semantic web services,extends,information technology,heuristic,4
1194,ontology alignment,is,equivalence relations,heuristic,2
1195,semantic search engine,proposes,search engines,heuristic,16
1196,semantic search engines,conjunction,semantic web services,heuristic,1
1197,java,provides,resource description framework (rdf),heuristic,4
1198,ontology alignment,matches,libraries,heuristic,1
1199,knowledge management,uses,web ontology language,heuristic,1
1200,recommender systems,produces,semantic web services,heuristic,1
1201,description logics,provides,web ontology language,heuristic,22
1202,web contents,conjunction,web ontology language,heuristic,1
1203,distributed applications,is,semantic description,heuristic,4
1204,semantic description,conjunction,data security,heuristic,2
1205,resource description framework (rdf),acquires,domain knowledge,heuristic,10
1206,semantic similarity measures,is,ontology alignment,heuristic,4
1207,semantic relationships,includes,semantic search engine,heuristic,1
1208,index structure,provides,resource description framework (rdf),heuristic,3
1209,hierarchical structures,uses,resource description framework (rdf),heuristic,1
1210,semantic search engines,combines,ontology evolution,heuristic,1
1211,ontology alignment,matches,ontology evolution,heuristic,6
1212,service ontology,analyzes,web ontology language,heuristic,2
1213,semantic search engines,conjunction,image search,heuristic,1
1214,sensors,uses,web ontology language,heuristic,4
1215,resource description framework (rdf),uses,investments,heuristic,1
1216,ontology alignment,acquires,database systems,heuristic,3
1217,web ontology language,is,authorization,heuristic,3
1218,web ontology language,conjunction,web contents,heuristic,1
1219,ontology construction,supports,resource description framework (rdf),heuristic,4
1220,ontology alignment,produces,product design,heuristic,4
1221,resource description framework (rdf),is,world wide web,heuristic,11
1222,semantic relationships,conjunction,semantic descriptions,heuristic,1
1223,web ontology language,represents,ontology construction,heuristic,6
1224,business processes,uses,semantic web services,heuristic,7
1225,argumentation,produces,semantic description,heuristic,1
1226,semantic description,proposes,linked data,heuristic,4
1227,semantic search engine,conjunction,linked open data,heuristic,1
1228,semantic web technologies,includes,web ontology language,heuristic,4
1229,xquery,provides,resource description framework (rdf),heuristic,2
1230,web 2.0,conjunction,ontology alignment,heuristic,1
1231,ontology alignment,conjunction,ontology construction,heuristic,1
1232,semantic search engines,selects,mining association rules,heuristic,3
1233,image annotation,conjunction,semantic web services,heuristic,1
1234,ontology integration,provides,semantic web services,heuristic,3
1235,ontology alignment,matches,information retrieval,heuristic,4
1236,linked data,proposes,extreme programming,heuristic,2
1237,semantic description,conjunction,automatic composition,heuristic,1
1238,cloud computing,conjunction,semantic web services,heuristic,1
1239,web contents,affects,resource description framework (rdf),heuristic,12
1240,ontology alignment,is,knowledge representation,heuristic,1
1241,web ontology language,uses,ontology development,heuristic,1
1242,data exchange,provides,resource description framework (rdf),heuristic,4
1243,semantic web services,provides,reasoning algorithms,heuristic,17
1244,web ontology language,supports,probability,heuristic,2
1245,ontology evaluation,conjunction,ontology alignment,heuristic,1
1246,product design,produces,resource description framework (rdf),heuristic,1
1247,classification performances,uses,resource description framework (rdf),heuristic,1
1248,natural languages,conjunction,resource description framework (rdf),heuristic,1
1249,semantic description,analyzes,engine,heuristic,3
1250,resource description framework (rdf),base,java,heuristic,6
1251,search engines,base,resource description framework (rdf),heuristic,3
1252,recommender systems,links,linked data,heuristic,5
1253,ontology alignment,provides,ontology building,heuristic,3
1254,web information,is,semantic description,heuristic,1
1255,fuzzy description logic,extends,web ontology language,heuristic,6
1256,natural languages,requires,linked data,heuristic,1
1257,domain-specific ontologies,supports,linked data,heuristic,8
1258,linked data,conjunction,semantic similarity measures,heuristic,1
1259,vocabulary,converts,web ontology language,heuristic,8
1260,component-based software engineering,proposes,resource description framework (rdf),heuristic,1
1261,semantic description,uses,knowledge-sharing,heuristic,1
1262,data exchange,queries,web ontology language,heuristic,3
1263,ontology alignment,uses,domain knowledge,heuristic,5
1264,resource description framework (rdf),visualizes,user interfaces,heuristic,1
1265,semantic web services,uses,collaborative filtering algorithms,heuristic,1
1266,information retrieval,is,semantic search engine,heuristic,6
1267,semantic web technologies,provides,linked data,heuristic,136
1268,linked data,uses,software design patterns,heuristic,1
1269,semantic web services,conjunction,agent-based,heuristic,1
1270,interactive visualizations,supports,ontology alignment,heuristic,2
1271,data exchange,provides,linked data,heuristic,1
1272,ontology alignment,analyzes,document similarity,heuristic,2
1273,linked data,conjunction,text mining,heuristic,1
1274,web ontology language,base,modeling languages,heuristic,1
1275,resource description framework (rdf),provides,semantic interoperability,heuristic,2
1276,visualization,supports,ontology alignment,heuristic,4
1277,resource description framework (rdf),selects,web data mining,heuristic,2
1278,fuzzy ontology,converts,web ontology language,heuristic,2
1279,parallelism,limits,linked data,heuristic,2
1280,linked data,proposes,knowledge management systems,heuristic,3
1281,web ontology language,limits,answering queries,heuristic,2
1282,ontology alignment,conjunction,service compositions,heuristic,3
1283,web ontology language,improves,query processing,heuristic,2
1284,resource description framework (rdf),defines,distributed systems,heuristic,3
1285,vocabulary,proposes,linked data,heuristic,23
1286,web ontology language,proposes,semantic relationships,heuristic,2
1287,social networks,is,semantic search engines,heuristic,1
1288,resource description framework (rdf),analyzes,distributed query processing,heuristic,2
1289,semantic web services,maintains,data mining,heuristic,1
1290,mobile applications,uses,semantic description,heuristic,1
1291,logistics,represents,semantic web services,heuristic,2
1292,clustering algorithms,analyzes,ontology alignment,heuristic,2
1293,semantic web services,proposes,ontology alignment,heuristic,10
1294,resource description framework (rdf),conjunction,intelligent agents,heuristic,1
1295,semantic web services,requires,domain-specific ontologies,heuristic,4
1296,libraries,produces,web ontology language,heuristic,2
1297,social networks,publishes,resource description framework (rdf),heuristic,2
1298,resource description framework (rdf),represents,user query,heuristic,2
1299,facebook,publishes,resource description framework (rdf),heuristic,1
1300,virtual laboratories,uses,semantic web services,heuristic,1
1301,machine learning techniques,conjunction,semantic search engines,heuristic,1
1302,knowledge management,conjunction,semantic search engines,heuristic,1
1303,ajax,conjunction,resource description framework (rdf),heuristic,2
1304,web ontology language,uses,wordnet,heuristic,4
1305,embedded,uses,semantic search engine,heuristic,1
1306,linked data,conjunction,on-line learning,heuristic,1
1307,semantic web services,analyzes,formal ontology,heuristic,1
1308,matching algorithm,base,semantic description,heuristic,2
1309,web ontology language,proposes,reusability,heuristic,2
1310,collaborative designs,uses,web ontology language,heuristic,1
1311,speech recognition,base,semantic search engines,heuristic,12
1312,database systems,proposes,web ontology language,heuristic,2
1313,user profiles,conjunction,semantic web services,heuristic,1
1314,resource description framework (rdf),represents,web information,heuristic,1
1315,ontology alignment,conjunction,information fusion,heuristic,1
1316,semantic web technologies,includes,resource description framework (rdf),heuristic,7
1317,semantic search engine,acquires,component-based software engineering,heuristic,4
1318,semantic search engines,produces,sparql,heuristic,2
1319,semantic web technologies,supports,linked data,heuristic,14
1320,web crawlers,is,semantic search engine,heuristic,1
1321,web applications,produces,semantic web services,heuristic,8
1322,resource description framework (rdf),defines,xml schemas,heuristic,13
1323,linked data,conjunction,dialogue,heuristic,1
1324,linked data,guides,on-line analytical processing,heuristic,2
1325,resource description framework (rdf),conjunction,ajax,heuristic,2
1326,ontology alignment,is,communication,heuristic,7
1327,ontology alignment,is,web applications,heuristic,6
1328,resource description framework (rdf),converts,relational database systems,heuristic,36
1329,ontology merging,conjunction,ontology alignment,heuristic,2
1330,xml schemas,provides,web ontology language,heuristic,9
1331,recommendation,uses,ontology alignment,heuristic,3
1332,ontology alignment,conjunction,automatic classification,heuristic,1
1333,controlled vocabulary,conjunction,linked data,heuristic,7
1334,linked data,conjunction,data mining process,heuristic,1
1335,web ontology language,represents,knowledge management,heuristic,4
1336,automatic composition,proposes,semantic web services,heuristic,8
1337,resource description framework (rdf),supports,information integration,heuristic,1
1338,resource description framework (rdf),provides,semantic data,heuristic,5
1339,ontology-based,defines,semantic web services,heuristic,119
1340,linked data,conjunction,web 2.0,heuristic,3
1341,mashup,requires,linked data,heuristic,3
1342,resource description framework (rdf),improves,knowledge exchange,heuristic,1
1343,services discovery,is,semantic web services,heuristic,1
1344,web contents,is,semantic search engine,heuristic,1
1345,libraries,base,ontology alignment,heuristic,1
1346,web ontology language,proposes,machining,heuristic,1
1347,machine vision systems,is,semantic web services,heuristic,1
1348,artificial intelligence,conjunction,semantic search engines,heuristic,2
1349,semantic web technologies,uses,web ontology language,heuristic,7
1350,resource description framework (rdf),is,dublin core,heuristic,1
1351,ontology alignment,provides,data integration,heuristic,5
1352,search engines,provides,semantic search engines,heuristic,19
1353,semantic description,produces,formal specifications,heuristic,1
1354,semantic search engines,improves,semantic search engines,heuristic,2
1355,web contents,provides,semantic search engines,heuristic,1
1356,ontology language,base,resource description framework (rdf),heuristic,3
1357,web ontology language,combines,semantic web rule languages,heuristic,7
1358,domain-specific ontologies,supports,semantic search engines,heuristic,5
1359,linked data,selects,clustering algorithms,heuristic,2
1360,automatic composition,conjunction,semantic description,heuristic,1
1361,on-line learning,conjunction,linked data,heuristic,1
1362,ontology alignment,maintains,evaluation system,heuristic,1
1363,resource description framework (rdf),produces,knowledge bases,heuristic,15
1364,semantic relationships,selects,semantic description,heuristic,1
1365,resource description framework (rdf),acquires,domain knowledge,heuristic,9
1366,storage systems,produces,linked data,heuristic,1
1367,semantic description,proposes,distributed applications,heuristic,2
1368,web ontology language,includes,fuzzy logics,heuristic,2
1369,linked data,provides,semantic web technologies,heuristic,136
1370,knowledge acquisition,conjunction,ontology alignment,heuristic,2
1371,resource description framework (rdf),represents,location information,heuristic,1
1372,web contents,provides,semantic descriptions,heuristic,2
1373,web ontology language,recommends,semantic relationships,heuristic,2
1374,semantic web services,converts,semantic web services,heuristic,19
1375,dialogue,conjunction,linked data,heuristic,1
1376,knowledge bases,conjunction,semantic web services,heuristic,1
1377,context information,acquires,resource description framework (rdf),heuristic,1
1378,activity recognition,uses,resource description framework (rdf),heuristic,1
1379,resource description framework (rdf),produces,mobile,heuristic,4
1380,linked data,requires,web development,heuristic,1
1381,semantic web services,requires,distributed computing environment,heuristic,1
1382,domain-specific ontologies,acquires,ontology alignment,heuristic,4
1383,resource description framework (rdf),classify,pattern,heuristic,2
1384,resource description framework (rdf),supports,routing algorithms,heuristic,1
1385,services selection,is,semantic web services,heuristic,2
1386,semantic search engines,conjunction,natural language understanding,heuristic,2
1387,linked data,uses,knowledge representation,heuristic,2
1388,linked data,supports,inference,heuristic,1
1389,linked data,supports,information systems,heuristic,2
1390,web ontology language,proposes,cloud services,heuristic,3
1391,ontology alignment,conjunction,web 2.0,heuristic,1
1392,knowledge discovery,conjunction,semantic search engines,heuristic,2
1393,knowledge bases,contributes,semantic search engines,heuristic,6
1394,semantic search engines,is,internet,heuristic,4
1395,web servers,provides,resource description framework (rdf),heuristic,1
1396,web ontology language,proposes,uml models,heuristic,3
1397,semantic search engines,conjunction,visualization,heuristic,1
1398,ontology alignment,improves,ajax,heuristic,1
1399,linked data,produces,named entity recognition,heuristic,3
1400,uml models,visualizes,web ontology language,heuristic,9
1401,semantic web services,base,text clustering,heuristic,1
1402,ontology construction,proposes,ontology alignment,heuristic,2
1403,web ontology language,represents,knowledge bases,heuristic,6
1404,semantic description,provides,web ontology language,heuristic,3
1405,web ontology language,provides,ontology alignment,heuristic,5
1406,semantic web technologies,includes,semantic web services,heuristic,2
1407,query expansion,acquires,linked data,heuristic,1
1408,knowledge-sharing,proposes,web ontology language,heuristic,2
1409,data mining process,conjunction,linked data,heuristic,1
1410,semantic web services,base,resource description framework (rdf),heuristic,1
1411,semantic search engines,is,natural language processing systems,heuristic,3
1412,ontology alignment,uses,reasoning algorithms,heuristic,6
1413,web ontology language,matches,relational data models,heuristic,3
1414,engineering,includes,ontology alignment,heuristic,1
1415,semantic web technologies,provides,semantic search engines,heuristic,18
1416,resource description framework (rdf),represents,index structure,heuristic,4
1417,open source software,converts,linked data,heuristic,3
1418,ontology alignment,analyzes,regularization,heuristic,2
1419,ontology alignment,conjunction,schema matching,heuristic,3
1420,information visualization,provides,ontology alignment,heuristic,1
1421,resource description framework (rdf),uses,computer science,heuristic,1
1422,formal models,uses,semantic web services,heuristic,6
1423,sentence similarity,conjunction,ontology alignment,heuristic,2
1424,ontology alignment,conjunction,text mining,heuristic,1
1425,knowledge bases,proposes,web ontology language,heuristic,4
1426,linked data,improves,distributed query processing,heuristic,1
1427,semantic description,base,description logics,heuristic,3
1428,soccer video,base,semantic search engines,heuristic,1
1429,on-line analytical processing,proposes,linked data,heuristic,2
1430,linked data,represents,ternary content addressable memories,heuristic,1
1431,semantic search engines,selects,undirected graph,heuristic,3
1432,linked data,analyzes,semantic web technologies,heuristic,10
1433,semantic web services,is,world wide web,heuristic,1
1434,java,produces,ontology alignment,heuristic,1
1435,linked data,converts,vocabulary,heuristic,9
1436,resource description framework (rdf),provides,abstract syntax,heuristic,1
1437,reasoning algorithms,improves,linked data,heuristic,6
1438,mobile learning,extends,semantic web services,heuristic,2
1439,semantic web services,supports,services selection,heuristic,1
1440,query processing,is,resource description framework (rdf),heuristic,2
1441,resource description framework (rdf),uses,document classification,heuristic,1
1442,natural languages,produces,ontology alignment,heuristic,2
1443,domain knowledge,base,resource description framework (rdf),heuristic,1
1444,semantic search engines,uses,automatic image annotation,heuristic,1
1445,relational database systems,is,linked data,heuristic,2
1446,learning objects,interacts,resource description framework (rdf),heuristic,2
1447,fuzzy description logic,provides,semantic web services,heuristic,1
1448,formal modelling,is,web ontology language,heuristic,2
1449,resource description framework (rdf),supports,engineering,heuristic,3
1450,resource description framework (rdf),combines,natural language processing systems,heuristic,1
1451,web contents,acquires,web ontology language,heuristic,2
1452,ontology alignment,conjunction,knowledge acquisition,heuristic,2
1453,resource description framework (rdf),selects,knowledge acquisition,heuristic,3
1454,pattern,represents,web ontology language,heuristic,4
1455,web ontology language,is,ontology language,heuristic,29
1456,automation,recommends,semantic web services,heuristic,9
1457,resource description framework (rdf),is,constraint language,heuristic,1
1458,text mining,uses,semantic web services,heuristic,1
1459,web ontology language,represents,web engineering,heuristic,1
1460,ontology alignment,uses,heterogeneous databases,heuristic,1
1461,web services discovery,proposes,ontology alignment,heuristic,6
1462,semantic description,supports,reasoning algorithms,heuristic,3
1463,resource description framework (rdf),base,policy language,heuristic,1
1464,web ontology language,is,display,heuristic,1
1465,semantic descriptions,requires,linked data,heuristic,3
1466,relational data models,affects,resource description framework (rdf),heuristic,1
1467,semantic web technologies,provides,resource description framework (rdf),heuristic,42
1468,uml models,improves,semantic web services,heuristic,2
1469,linked open data,includes,resource description framework (rdf),heuristic,10
1470,resource description framework (rdf),proposes,web contents,heuristic,2
1471,linked data,conjunction,machine learning techniques,heuristic,1
1472,ontology-based,provides,semantic description,heuristic,40
1473,ontology development,conjunction,ontology alignment,heuristic,1
1474,ontology alignment,is,data warehousing,heuristic,1
1475,knowledge representation and reasoning,is,web ontology language,heuristic,3
1476,world wide web,converts,web ontology language,heuristic,12
1477,ontology alignment,conjunction,knowledge representation,heuristic,1
1478,semantic relationships,uses,ontology alignment,heuristic,3
1479,graphical models,selects,semantic description,heuristic,3
1480,ontology learning,conjunction,semantic search engines,heuristic,2
1481,service compositions,conjunction,ontology alignment,heuristic,3
1482,semantic web services,represents,programming models,heuristic,1
1483,component-based software engineering,produces,linked data,heuristic,2
1484,named entity recognition,is,linked data,heuristic,2
1485,domain knowledge,classify,semantic description,heuristic,1
1486,web ontology language,includes,security frameworks,heuristic,2
1487,learning objects,learns,semantic web services,heuristic,4
1488,knowledge representation,analyzes,resource description framework (rdf),heuristic,5
1489,semantic web services,queries,natural languages,heuristic,1
1490,artificial intelligence,produces,semantic description,heuristic,3
1491,resource description framework (rdf),provides,data streams,heuristic,1
1492,model-driven engineering,analyzes,web ontology language,heuristic,2
1493,web ontology language,provides,information retrieval,heuristic,1
1494,data exchange,produces,ontology alignment,heuristic,1
1495,ontology alignment,produces,engineering,heuristic,4
1496,ontology-based,provides,semantic descriptions,heuristic,12
1497,ontology alignment,is,information integration,heuristic,2
1498,semantic data,uses,linked data,heuristic,3
1499,semantic web technologies,provides,web ontology language,heuristic,30
1500,linked data,conjunction,automated reasoning,heuristic,1
1501,linked data,provides,ontology-based,heuristic,83
1502,linked data,produces,universities,heuristic,13
1503,ontology merging,conjunction,ontology alignment,heuristic,7
1504,linked data,provides,computability,heuristic,1
1505,web service composition,uses,semantic web services,heuristic,8
1506,distributed hash table,supports,semantic search engines,heuristic,1
1507,semantic web services,produces,business process modelling,heuristic,3
1508,attributes reduction,is,ontology alignment,heuristic,1
1509,semantic web services,is,service ontology,heuristic,2
1510,distributed hash table,base,resource description framework (rdf),heuristic,1
1511,semantic search engines,is,speech recognition,heuristic,10
1512,relational data models,uses,web ontology language,heuristic,2
1513,extensible markup language,converts,web ontology language,heuristic,2
1514,question answering systems,reuses,semantic search engines,heuristic,8
1515,concept lattices,proposes,ontology alignment,heuristic,2
1516,web ontology language,provides,knowledge representation,heuristic,13
1517,semantic web services,uses,semantic web technologies,heuristic,96
1518,resource description framework (rdf),uses,knowledge acquisition,heuristic,2
1519,ontology alignment,represents,ontology integration,heuristic,4
1520,ontology alignment,combines,document clustering,heuristic,1
1521,user interfaces,represents,linked data,heuristic,9
1522,linked data,conjunction,distributed ledgers,heuristic,1
1523,rdf graph,base,web ontology language,heuristic,2
1524,heterogeneous databases,includes,semantic search engines,heuristic,3
1525,semantic web services,conjunction,intelligent software agent,heuristic,1
1526,equivalence relations,defines,resource description framework (rdf),heuristic,2
1527,semantic web services,automates,blogs,heuristic,1
1528,fuzzy logics,represents,resource description framework (rdf),heuristic,2
1529,semantic web technologies,represents,web ontology language,heuristic,3
1530,ontology alignment,uses,relation extraction,heuristic,1
1531,resource description framework (rdf),is,standard model,heuristic,1
1532,web ontology language,proposes,semantic web services,heuristic,6
1533,knowledge representation,analyzes,resource description framework (rdf),heuristic,14
1534,linked data,provides,embedded,heuristic,4
1535,web ontology language,is,ontology language,heuristic,8
1536,web ontology language,uses,logistics,heuristic,2
1537,semantic descriptions,is,manets,heuristic,2
1538,linked data,supports,validation,heuristic,1
1539,linked data,provides,semantic web technologies,heuristic,29
1540,ontology alignment,is,data integration,heuristic,15
1541,text mining,uses,semantic search engines,heuristic,4
1542,data integration,uses,semantic web services,heuristic,2
1543,ontology alignment,converts,xml schemas,heuristic,2
1544,grid resources,base,semantic description,heuristic,1
1545,semantic description,links,engineering,heuristic,3
1546,resource description framework (rdf),includes,video surveillance systems,heuristic,1
1547,legacy systems,acquires,resource description framework (rdf),heuristic,5
1548,semantic web services,provides,extreme programming,heuristic,1
1549,ontology alignment,base,ontology technology,heuristic,1
1550,semantic interoperability,converts,semantic web services,heuristic,3
1551,domain knowledge,defines,web ontology language,heuristic,3
1552,semantic web technologies,is,ontology alignment,heuristic,19
1553,undirected graph,represents,resource description framework (rdf),heuristic,1
1554,machine learning techniques,conjunction,linked data,heuristic,1
1555,resource description framework (rdf),is,rule engine,heuristic,3
1556,semantic web services,supports,virtual organizations,heuristic,1
1557,microdata,is,resource description framework (rdf),heuristic,1
1558,search engines,proposes,semantic web services,heuristic,10
1559,schema matching,is,ontology alignment,heuristic,5
1560,semantic web services,represents,data integration,heuristic,2
1561,ontology alignment,analyzes,kernel functions,heuristic,1
1562,ontology construction,is,semantic descriptions,heuristic,5
1563,knowledge discovery in databases,uses,resource description framework (rdf),heuristic,1
1564,semantic web services,base,semantic similarity measures,heuristic,6
1565,semantic search engine,extends,recommendation systems,heuristic,1
1566,domain knowledge,acquires,semantic search engines,heuristic,2
1567,web ontology language,provides,semantic web technologies,heuristic,56
1568,semantic data,produces,resource description framework (rdf),heuristic,4
1569,classifiers,links,linked data,heuristic,1
1570,ontology development,supports,resource description framework (rdf),heuristic,2
1571,domain-specific ontologies,is,semantic search engine,heuristic,2
1572,semantic search engine,supports,software development life cycle,heuristic,1
1573,context reasoning,analyzes,web ontology language,heuristic,1
1574,heterogeneous databases,uses,semantic web services,heuristic,1
1575,linked data,provides,back propagation neural networks,heuristic,2
1576,service architecture,base,linked data,heuristic,1
1577,ontology alignment,defines,resource description framework (rdf),heuristic,1
1578,investments,extends,resource description framework (rdf),heuristic,1
1579,visualization,links,linked data,heuristic,3
1580,wordnet,analyzes,ontology alignment,heuristic,2
1581,zig-bee,uses,web ontology language,heuristic,1
1582,semantic web services,provides,communication,heuristic,15
1583,cache,uses,semantic description,heuristic,1
1584,reasoning algorithms,is,web ontology language,heuristic,5
1585,semantic search engines,uses,semantic relationships,heuristic,4
1586,semantic description,uses,semantic web technologies,heuristic,2
1587,semantic web services,base,data exchange,heuristic,1
1588,agent technology,conjunction,semantic search engines,heuristic,1
1589,component-based software engineering,is,ontology alignment,heuristic,1
1590,semantic search engine,supports,semantic search engines,heuristic,2
1591,parallelism,improves,semantic search engines,heuristic,1
1592,resource description framework (rdf),represents,sparql,heuristic,22
1593,validation,selects,linked data,heuristic,1
1594,resource description framework (rdf),base,service compositions,heuristic,1
1595,software architectures,produces,semantic web services,heuristic,1
1596,argumentation,combines,ontology alignment,heuristic,2
1597,ontology alignment,improves,information integration,heuristic,4
1598,semantic web services,produces,business processes,heuristic,10
1599,semantic similarity measures,combines,web ontology language,heuristic,2
1600,resource description framework (rdf),acquires,semantic relationships,heuristic,9
1601,semantic search engines,conjunction,product design,heuristic,1
1602,reasoning algorithms,uses,semantic web services,heuristic,9
1603,software agents,publishes,web ontology language,heuristic,9
1604,semantic web services,uses,web ontology language,heuristic,1
1605,semantic web services,analyzes,web 2.0,heuristic,1
1606,universities,is,resource description framework (rdf),heuristic,1
1607,web ontology language,produces,pattern,heuristic,1
1608,semantic web technologies,includes,resource description framework (rdf),heuristic,2
1609,search engines,selects,web ontology language,heuristic,2
1610,semantic description,supports,automated reasoning,heuristic,3
1611,semantic description,supports,robots,heuristic,1
1612,ontology alignment,selects,software agents,heuristic,5
1613,controlled vocabulary,converts,web ontology language,heuristic,3
1614,ontology alignment,provides,semantic interoperability,heuristic,8
1615,resource description framework (rdf),base,architecture viewpoints,heuristic,1
1616,linked data,produces,world wide web,heuristic,12
1617,intranets,uses,semantic web services,heuristic,2
1618,semantic descriptions,acquires,parsing algorithm,heuristic,1
1619,semantic relationships,improves,ontology alignment,heuristic,2
1620,explicit knowledge,conjunction,linked data,heuristic,1
1621,linked data,conjunction,augmented reality,heuristic,1
1622,mobile devices,produces,resource description framework (rdf),heuristic,1
1623,web ontology language,supports,business intelligence,heuristic,1
1624,information fusion,conjunction,ontology alignment,heuristic,1
1625,xml schemas,conjunction,resource description framework (rdf),heuristic,1
1626,semantic web services,converts,information exchanges,heuristic,1
1627,web ontology language,produces,xquery,heuristic,3
1628,semantic web services,base,knowledge representation,heuristic,2
1629,semantic search engines,supports,knowledge management,heuristic,2
1630,fuzzy ontology,conjunction,resource description framework (rdf),heuristic,1
1631,resource description framework (rdf),uses,component-based software engineering,heuristic,1
1632,ontology alignment,conjunction,ontology evaluation,heuristic,1
1633,context models,proposes,web ontology language,heuristic,5
1634,resource description framework (rdf),uses,communication,heuristic,2
1635,automation,uses,ontology alignment,heuristic,2
1636,semantic search engine,supports,embedded,heuristic,1
1637,ontology-based,uses,semantic search engine,heuristic,7
1638,semantic search engine,uses,semantic web technologies,heuristic,1
1639,web ontology language,defines,domain knowledge,heuristic,11
1640,web ontology language,proposes,semantic web rule languages,heuristic,75
1641,database systems,includes,semantic description,heuristic,6
1642,semantic web services,provides,distributed applications,heuristic,2
1643,semantic description,supports,systems integration,heuristic,1
1644,sparql,queries,web ontology language,heuristic,20
1645,organizational memory,uses,resource description framework (rdf),heuristic,1
1646,resource description framework (rdf),analyzes,complex networks,heuristic,2
1647,ontology integration,interacts,ontology alignment,heuristic,5
1648,resource description framework (rdf),represents,coloured petri nets,heuristic,2
1649,semantic web services,provides,open source software,heuristic,7
1650,semantic web services,proposes,authorization,heuristic,3
1651,web ontology language,provides,tool support,heuristic,3
1652,linked data,provides,knowledge engineering,heuristic,2
1653,answering queries,requires,semantic search engines,heuristic,2
1654,ontology building,provides,web ontology language,heuristic,2
1655,semantic search engines,conjunction,artificial intelligence,heuristic,2
1656,resource description framework (rdf),produces,knowledge representation and reasoning,heuristic,2
1657,semantic web services,provides,semantic relationships,heuristic,12
1658,on-line communities,produces,resource description framework (rdf),heuristic,4
1659,abstract syntax,extends,web ontology language,heuristic,3
1660,web applications,uses,resource description framework (rdf),heuristic,1
1661,intelligent software agent,conjunction,semantic web services,heuristic,1
1662,web ontology language,represents,web ontology language,heuristic,4
1663,resource description framework (rdf),is,binary relations,heuristic,2
1664,data publishing,uses,resource description framework (rdf),heuristic,1
1665,text mining,conjunction,linked data,heuristic,1
1666,resource description framework (rdf),represents,semantic interoperability,heuristic,11
1667,linked data,conjunction,process modelling,heuristic,1
