,s,p,o,source,support
1167,linked data,supports,visualization,heuristic,1
1168,services selection,includes,semantic web services,openie,3
1169,services selection,is,semantic web services,heuristic,1
1170,type systems,provides,linked data,heuristic,5
1171,ontology alignment,combines,semantic similarity measures,heuristic,7
1172,component-based software engineering,produces,semantic search engine,heuristic,3
1173,semantic description,defines,formal models,heuristic,3
1174,linked data,supports,information needs,heuristic,2
1175,semantic web technologies,provides,resource description framework (rdf),heuristic,72
1176,target language,base,semantic description,heuristic,1
1177,semantic description,uses,ontology alignment,heuristic,1
1178,image search,uses,semantic description,heuristic,1
1179,ontology alignment,includes,information integration,openie,2
1180,database systems,includes,ontology alignment,openie,1
1181,speech recognition,includes,semantic search engines,openie,1
1182,heterogeneous databases,includes,semantic descriptions,openie,1
1183,resource description framework (rdf),supports,digital libraries,heuristic,9
1184,resource description framework (rdf),provides,dbpedia,heuristic,14
1185,linked data,extends,data mining,heuristic,3
1186,linked data,includes,linked open data,openie,2
1187,semantic search engines,produces,web-searching,heuristic,4
1188,web-mining,includes,ontology alignment,openie,1
1189,ontology alignment,provides,background knowledge,heuristic,10
1190,semantic web services,base,trust management,heuristic,1
1191,ontology alignment,is,distributed environments,heuristic,1
1192,resource description framework (rdf),queries,display,heuristic,2
1193,semantic search engines,conjunction,wiki,heuristic,1
1194,semantic search engine,uses,domain-specific ontologies,heuristic,1
1195,description logics,proposes,semantic web services,heuristic,8
1196,web ontology language,is,ontology construction,heuristic,1
1197,web contents,uses,resource description framework (rdf),openie,2
1198,semantic search engines,includes,text mining,openie,1
1199,ontology alignment,includes,semantic relationships,openie,3
1200,ontology modeling,includes,ontology alignment,openie,1
1201,web ontology language,includes,data integration,openie,1
1202,web ontology language,includes,web contents,openie,2
1203,ontology alignment,conjunction,social networks,heuristic,1
1204,ontology alignment,supports,semantic interoperability,openie,1
1205,service orchestration,includes,ontology alignment,openie,1
1206,semantic search engines,conjunction,agent technology,heuristic,1
1207,semantic relationships,proposes,web ontology language,heuristic,4
1208,semantic web services,provides,automatic service composition,heuristic,2
1209,ontology alignment,includes,semantic interoperability,openie,10
1210,web ontology language,improves,resource description framework (rdf),heuristic,6
1211,linked data,includes,information systems,openie,3
1212,web ontology language,includes,component-based software engineering,heuristic,1
1213,linked data,acquires,semantic relationships,heuristic,1
1214,web ontology language,supports,search engines,openie,1
1215,linked data,combines,data warehouses,heuristic,2
1216,ontology alignment,is,semantic interoperability,heuristic,18
1217,broadcast,base,semantic search engines,heuristic,1
1218,web ontology language,provides,context modeling,heuristic,4
1219,linked data,is,image processing,heuristic,2
1220,business process modelling,represents,ontology alignment,heuristic,1
1221,semantic search engines,includes,education,openie,1
1222,rdf graph,includes,semantic search engines,openie,1
1223,resource description framework (rdf),supports,reasoning algorithms,heuristic,3
1224,automatic image annotation,supports,semantic search engines,openie,1
1225,knowledge management,includes,semantic web services,openie,1
1226,ontology alignment,is,data integration,heuristic,6
1227,ontology alignment,includes,web 2.0,openie,1
1228,linked data,includes,semantic similarity measures,openie,4
1229,ontology integration,includes,ontology alignment,openie,1
1230,linked data,contributes,learning,heuristic,5
1231,semantic search engines,includes,mobile computing,openie,1
1232,semantic web services,includes,dialogue,openie,1
1233,ontology alignment,proposes,ontology merging,heuristic,20
1234,web ontology language,represents,ontology-based,heuristic,78
1235,semantic relationships,defines,resource description framework (rdf),heuristic,5
1236,web ontology language,converts,description logics,heuristic,21
1237,relational data models,includes,semantic search engines,openie,1
1238,linked data,conjunction,natural language processing systems,heuristic,4
1239,semantic web technologies,includes,resource description framework (rdf),openie,2
1240,semantic web services,analyzes,learning,heuristic,1
1241,semantic search engines,improves,semantic metadata,heuristic,3
1242,semantic web services,includes,semantic wikis,openie,1
1243,clustering algorithms,represents,web ontology language,heuristic,2
1244,web ontology language,uses,modeling languages,heuristic,4
1245,hashing,supports,semantic search engines,heuristic,1
1246,broker pattern,provides,semantic web services,heuristic,12
1247,intelligent agents,conjunction,resource description framework (rdf),heuristic,1
1248,information retrieval,uses,semantic search engines,heuristic,15
1249,relational database systems,produces,semantic web services,heuristic,1
1250,linked data,includes,social sciences,openie,1
1251,semantic interoperability,guides,ontology alignment,heuristic,8
1252,background knowledge,includes,ontology alignment,openie,1
1253,trade,combines,semantic web services,heuristic,1
1254,pervasive computing environments,includes,ontology alignment,openie,1
1255,web ontology language,includes,context information,openie,3
1256,web ontology language,supports,web ontology language,heuristic,27
1257,display,is,linked data,heuristic,1
1258,knowledge representation,selects,linked data,heuristic,2
1259,ontology alignment,includes,web services discovery,openie,1
1260,web ontology language,is,haptics,heuristic,1
1261,wordnet,base,web ontology language,heuristic,1
1262,knowledge bases,uses,semantic search engine,heuristic,3
1263,linked data,includes,knowledge engineering,openie,1
1264,ontology alignment,includes,clustering algorithms,openie,3
1265,knowledge management systems,uses,web ontology language,heuristic,1
1266,resource description framework (rdf),guides,knowledge representation,heuristic,27
1267,semantic search engines,is,reasoning algorithms,heuristic,11
1268,semantic search engines,conjunction,text mining,heuristic,1
1269,semantic web services,produces,customer services,heuristic,3
1270,resource description framework (rdf),proposes,semantic desktop,heuristic,1
1271,relational data models,includes,resource description framework (rdf),openie,1
1272,web ontology language,produces,fuzzy ontology,heuristic,1
1273,voicexml,includes,resource description framework (rdf),openie,4
1274,web-mining,conjunction,ontology alignment,heuristic,1
1275,decision trees,improves,ontology alignment,heuristic,1
1276,semantic web services,supports,services selection,heuristic,2
1277,semantic search engine,uses,knowledge bases,heuristic,4
1278,resource description framework (rdf),base,education,heuristic,1
1279,ontology-based,includes,semantic search engines,openie,22
1280,semantic web service discovery,proposes,ontology alignment,heuristic,6
1281,semantic web services,includes,computer science,openie,1
1282,ubiquitous computing environment,uses,web ontology language,heuristic,5
1283,sensor networks,limits,ontology alignment,heuristic,1
1284,semantic web technologies,includes,semantic search engines,openie,5
1285,semantic web services,uses,ontology technology,heuristic,3
1286,information extraction,conjunction,ontology alignment,heuristic,2
1287,semantic search engines,conjunction,personalizations,heuristic,1
1288,linked data,includes,machine learning techniques,openie,1
1289,web ontology language,supports,automation,heuristic,3
1290,ontology alignment,includes,data integration,openie,1
1291,ontology-based,provides,linked data,heuristic,72
1292,semantic descriptions,is,resource description framework (rdf),heuristic,3
1293,constraint language,uses,resource description framework (rdf),heuristic,3
1294,resource description framework (rdf),includes,semantic web technologies,openie,64
1295,web ontology language,conjunction,ontology technology,heuristic,1
1296,linked data,guides,domain knowledge,heuristic,4
1297,resource description framework (rdf),provides,world wide web,heuristic,22
1298,context modeling,conjunction,ontology alignment,heuristic,1
1299,semantic description,includes,computer systems,openie,1
1300,software product lines,includes,semantic description,heuristic,3
1301,ontology alignment,proposes,dynamic environments,heuristic,2
1302,resource description framework (rdf),supports,knowledge management,heuristic,6
1303,semantic web technologies,improves,semantic description,heuristic,21
1304,resource description framework (rdf),produces,cloud services,heuristic,3
1305,tool support,automates,resource description framework (rdf),heuristic,2
1306,intelligent tutoring systems,uses,web ontology language,heuristic,1
1307,semantic description,produces,user interfaces,heuristic,2
1308,web ontology language,includes,java,openie,1
1309,search engines,includes,semantic search engines,openie,5
1310,semantic web services,extends,supply chain coordination,heuristic,3
1311,user interfaces,supports,resource description framework (rdf),heuristic,3
1312,ontology alignment,conjunction,knowledge acquisition,heuristic,1
1313,web browsing,links,linked data,heuristic,1
1314,database systems,represents,semantic search engines,heuristic,3
1315,web information,includes,semantic description,openie,1
1316,semantic web services,is,component-based software engineering,heuristic,3
1317,ontology alignment,is,semantic interoperability,heuristic,9
1318,web ontology language,provides,distributed environments,heuristic,1
1319,web ontology language,includes,resource discovery,openie,1
1320,semantic web technologies,limits,semantic search engine,heuristic,5
1321,personalized services,includes,semantic web services,openie,1
1322,facebook,includes,semantic search engines,openie,1
1323,resource description framework (rdf),proposes,extensible markup language,heuristic,10
1324,ontology alignment,includes,testing and debugging,openie,1
1325,wiki,provides,linked data,heuristic,7
1326,semantic web services,produces,clustering algorithms,heuristic,2
1327,background knowledge,provides,ontology alignment,heuristic,1
1328,fuzzy extension,produces,web ontology language,heuristic,3
1329,visualization,base,resource description framework (rdf),heuristic,1
1330,linked data,provides,web applications,heuristic,3
1331,ontology alignment,includes,semantic heterogeneity,openie,5
1332,xml schemas,includes,resource description framework (rdf),openie,1
1333,fuzzy logics,uses,semantic description,heuristic,3
1334,web ontology language,provides,access control,openie,1
1335,fuzzy extension,includes,web ontology language,openie,1
1336,wiki,represents,resource description framework (rdf),heuristic,5
1337,resource description framework (rdf),improves,document representation,heuristic,1
1338,knowledge bases,uses,web ontology language,openie,1
1339,virtual machines,is,resource description framework (rdf),heuristic,2
1340,linked data,includes,web applications,openie,4
1341,ontology alignment,includes,semantic web technologies,openie,1
1342,resource description framework (rdf),includes,natural language processing systems,openie,1
1343,resource description framework (rdf),includes,relational database systems,openie,1
1344,data management,uses,resource description framework (rdf),heuristic,2
1345,information integration,includes,semantic web services,openie,4
1346,reasoning algorithms,uses,resource description framework (rdf),heuristic,13
1347,ontology alignment,includes,reasoning algorithms,openie,3
1348,ontology alignment,includes,ontology alignment,openie,42
1349,semantic search engines,uses,mobile phones,openie,1
1350,web ontology language,provides,semantic interoperability,heuristic,3
1351,resource description framework (rdf),requires,ontology modeling,heuristic,2
1352,semantic interoperability,converts,linked data,heuristic,1
1353,information needs,proposes,web ontology language,heuristic,2
1354,web ontology language,includes,modeling languages,openie,1
1355,ontology-based,supports,linked data,openie,1
1356,semantic web services,provides,dynamic composition,heuristic,9
1357,web ontology language,represents,enterprise architecture,heuristic,1
1358,schema integration,conjunction,ontology alignment,heuristic,1
1359,semantic web services,matches,semantic distance,heuristic,9
1360,web ontology language,uses,collaborative designs,heuristic,3
1361,resource description framework (rdf),provides,vocabulary,heuristic,9
1362,web ontology language,includes,programming languages,openie,1
1363,bayesian networks,base,resource description framework (rdf),heuristic,2
1364,semantic description,uses,knowledge representation,heuristic,1
1365,bayesian classification,includes,semantic web services,openie,1
1366,descriptors,includes,semantic description,heuristic,2
1367,semantic search engines,uses,user query,heuristic,8
1368,semantic web services,automates,social networks,heuristic,4
1369,web ontology language,provides,reasoning algorithms,heuristic,24
1370,resource description framework (rdf),includes,computer science,openie,1
1371,ontology alignment,includes,anomaly detection,openie,1
1372,resource description framework (rdf),supports,data exchange,openie,1
1373,semantic web services,conjunction,semantic search engine,heuristic,1
1374,resource description framework (rdf),improves,visualization,heuristic,1
1375,linked data,includes,semantic web technologies,openie,44
1376,database systems,includes,resource description framework (rdf),openie,2
1377,resource description framework (rdf),represents,web information,heuristic,3
1378,semantic web services,improves,web service description,heuristic,7
1379,answering queries,maintains,linked data,heuristic,1
1380,semantic description,improves,cache,heuristic,2
1381,semantic web services,includes,adaptive systems,openie,1
1382,linked data,includes,geographic information system,openie,1
1383,ontology technology,includes,web ontology language,openie,2
1384,semantic search engine,acquires,web contents,heuristic,4
1385,web applications,is,semantic description,heuristic,2
1386,semantic web services,includes,digital libraries,openie,1
1387,resource description framework (rdf),includes,semantic relationships,openie,2
1388,visualization,includes,linked data,openie,1
1389,web ontology language,produces,search engines,heuristic,3
1390,web ontology language,is,ontology language,openie,7
1391,semantic relationships,proposes,linked data,heuristic,1
1392,linked data,produces,distributed database,heuristic,2
1393,affective computing,includes,semantic web services,openie,1
1394,linked data,uses,natural languages,heuristic,7
1395,engine,uses,resource description framework (rdf),heuristic,1
1396,pattern,uses,web ontology language,heuristic,1
1397,semantic web technologies,includes,semantic descriptions,openie,1
1398,distributed architectures,proposes,semantic web services,heuristic,4
1399,information extraction,provides,semantic search engines,heuristic,6
1400,geology,base,resource description framework (rdf),heuristic,1
1401,web contents,includes,semantic search engine,openie,1
1402,web ontology language,provides,question answering systems,heuristic,2
1403,contracts,proposes,web ontology language,heuristic,2
1404,semantic search engines,includes,user profiling,openie,1
1405,semantic description,provides,automation,heuristic,4
1406,component-based software engineering,defines,web ontology language,heuristic,7
1407,linked data,conjunction,data visualization,heuristic,1
1408,semantic web services,extends,context information,heuristic,7
1409,product design,is,semantic search engines,heuristic,2
1410,semantic web services,analyzes,value function approximation,heuristic,2
1411,linked data,produces,world wide web,openie,1
1412,data warehouses,uses,ontology alignment,heuristic,3
1413,web ontology language,provides,data integration,heuristic,2
1414,resource description framework (rdf),queries,optimization,heuristic,1
1415,semantic search engine,provides,semantic web technologies,heuristic,9
1416,search engines,provides,semantic search engines,openie,2
1417,text clustering,includes,semantic web services,openie,1
1418,web 2.0,selects,resource description framework (rdf),heuristic,2
1419,linked data,requires,information fusion,heuristic,5
1420,fuzzy clustering techniques,includes,semantic web services,openie,1
1421,data mining,includes,semantic search engines,openie,1
1422,semantic descriptions,conjunction,intelligent agents,heuristic,4
1423,linked data,conjunction,multilingualism,heuristic,1
1424,conditional probabilities,includes,web ontology language,openie,1
1425,semantic web services,includes,distributed applications,openie,1
1426,knowledge-sharing,includes,semantic search engines,openie,1
1427,ontology-based,provides,semantic search engines,heuristic,48
1428,ontology alignment,conjunction,word sense disambiguation,heuristic,1
1429,semantic description,includes,information filtering,openie,1
1430,linked data,produces,hierarchical models,heuristic,1
1431,web ontology language,includes,uml profiles,heuristic,3
1432,linked data,includes,recommender systems,openie,1
1433,information management,base,ontology alignment,heuristic,1
1434,user interfaces,supports,web ontology language,heuristic,1
1435,semantic web technologies,provides,resource description framework (rdf),heuristic,329
1436,resource description framework (rdf),produces,data exchange,heuristic,1
1437,pattern,represents,linked data,heuristic,8
1438,web ontology language,produces,domain-specific ontologies,heuristic,3
1439,information extraction,includes,semantic search engines,openie,5
1440,email,links,linked data,heuristic,1
1441,semantic web services,includes,relational database systems,openie,1
1442,linked data,extends,web searches,heuristic,1
1443,linked data,includes,parsing algorithm,openie,1
1444,information retrieval,base,web ontology language,heuristic,1
1445,resource description framework (rdf),is,database systems,openie,1
1446,linked data,analyzes,semantic distance,heuristic,1
1447,clone detection,provides,ontology alignment,heuristic,2
1448,semantic description,defines,grid services,heuristic,2
1449,libraries,produces,semantic search engine,heuristic,1
1450,semantic search engine,combines,ontology technology,openie,1
1451,web ontology language,includes,description logics,openie,7
1452,dbpedia,includes,linked data,openie,1
1453,web ontology language,includes,semantic web services,openie,7
1454,mobile devices,defines,web ontology language,heuristic,1
1455,world wide web,publishes,resource description framework (rdf),heuristic,9
1456,semantic search engines,produces,purchase,heuristic,3
1457,linked open data,includes,web ontology language,heuristic,1
1458,sensors,proposes,linked data,heuristic,5
1459,linked data,proposes,data exchange,heuristic,6
1460,semantic web services,proposes,services discovery,heuristic,3
1461,programming languages,conjunction,resource description framework (rdf),heuristic,1
1462,semantic descriptions,conjunction,semantic search engine,heuristic,1
1463,resource description framework (rdf),provides,formal approach,heuristic,1
1464,keyword search,includes,semantic search engines,openie,3
1465,semantic description,uses,natural language processing systems,heuristic,1
1466,engineering,links,ontology alignment,heuristic,3
1467,resource description framework (rdf),supports,graphical representations,heuristic,2
1468,ontology alignment,provides,semantic interoperability,openie,4
1469,ontology merging,includes,ontology alignment,openie,1
1470,query optimization,includes,resource description framework (rdf),openie,1
1471,semantic web services,supports,grid services,heuristic,3
1472,semantic search engine,includes,user query,openie,1
1473,semantic search engines,analyzes,user profiles,heuristic,1
1474,ontology alignment,defines,folksonomies,heuristic,1
1475,web ontology language,produces,grid services,heuristic,3
1476,ontology evolution,extends,resource description framework (rdf),heuristic,1
1477,domain knowledge,converts,web ontology language,heuristic,7
1478,ontology-based,includes,ontology alignment,openie,11
1479,schema integration,includes,ontology alignment,openie,3
1480,resource description framework (rdf),includes,semantic web technologies,openie,17
1481,ontology alignment,includes,information integration,openie,1
1482,sparql,is,resource description framework (rdf),heuristic,23
1483,vocabulary,proposes,resource description framework (rdf),heuristic,4
1484,relational database systems,uses,resource description framework (rdf),heuristic,3
1485,semantic web services,base,shortest paths,heuristic,1
1486,semantic web services,includes,collaborative tagging,openie,1
1487,linked data,conjunction,spatial data infrastructure,heuristic,1
1488,matching algorithm,base,semantic web services,heuristic,1
1489,data mining,maintains,ontology alignment,heuristic,1
1490,web ontology language,produces,internet,heuristic,7
1491,semantic web services,improves,service delivery,heuristic,1
1492,knowledge representation,conjunction,ontology alignment,heuristic,1
1493,linked data,includes,dbpedia,openie,4
1494,relational database systems,includes,ontology alignment,openie,1
1495,ontology alignment,includes,ontology-based,openie,1
1496,question answering systems,includes,semantic search engines,openie,5
1497,data security,includes,semantic description,openie,2
1498,user interfaces,includes,linked data,openie,2
1499,petri nets,proposes,semantic web services,heuristic,15
1500,semantic web services,includes,network management,openie,1
1501,database systems,includes,semantic search engines,openie,5
1502,web ontology language,includes,web contents,openie,1
1503,word sense disambiguation,is,ontology alignment,heuristic,1
1504,logic programming,includes,resource description framework (rdf),openie,1
1505,data mining,uses,linked data,heuristic,4
1506,ontology alignment,conjunction,ontology learning,heuristic,1
1507,cognitive science,supports,ontology alignment,heuristic,1
1508,resource description framework (rdf),includes,semantic web rule languages,openie,7
1509,semantic search engines,includes,search engines,openie,2
1510,semantic wikis,represents,resource description framework (rdf),heuristic,3
1511,ontology learning,uses,resource description framework (rdf),heuristic,1
1512,product design,includes,semantic search engines,openie,1
1513,ontology alignment,includes,question answering systems,openie,3
1514,semantic search engines,uses,semantic web technologies,heuristic,7
1515,semantic descriptions,is,semantic web technologies,heuristic,5
1516,information integration,includes,semantic search engines,openie,2
1517,web ontology language,uses,linked data,heuristic,6
1518,distributed environments,includes,ontology alignment,openie,1
1519,semantic search engines,provides,knowledge bases,heuristic,7
1520,web ontology language,proposes,social networks,heuristic,2
1521,semantic descriptions,includes,intelligent agents,openie,4
1522,semantic web services,produces,information needs,heuristic,2
1523,reasoning algorithms,includes,semantic search engines,openie,1
1524,ontology language,supports,resource description framework (rdf),heuristic,13
1525,semantic search engines,base,database systems,heuristic,1
1526,relational database systems,uses,resource description framework (rdf),heuristic,33
1527,semantic description,provides,business process execution language,heuristic,2
1528,ontology alignment,matches,matching algorithm,heuristic,1
1529,linked open data,includes,resource description framework (rdf),heuristic,3
1530,ontology alignment,conjunction,schema matching,heuristic,1
1531,web ontology language,is,world wide web,heuristic,15
1532,information retrieval technology,guides,semantic search engine,heuristic,2
1533,natural languages,supports,semantic descriptions,heuristic,3
1534,semantic search engines,uses,recommendation,heuristic,4
1535,multilingualism,conjunction,linked data,heuristic,1
1536,semantic search engines,uses,education,heuristic,1
1537,linked data,includes,data streams,openie,1
1538,web ontology language,includes,world wide web,openie,1
1539,semantic web services,automates,ontology alignment,heuristic,1
1540,semantic search engines,conjunction,link prediction,heuristic,1
1541,web ontology language,is,programming languages,heuristic,1
1542,blogs,publishes,linked data,heuristic,2
1543,semantic web services,proposes,planning algorithms,heuristic,4
1544,semantic web technologies,includes,semantic search engine,openie,3
1545,web ontology language,provides,automated reasoning,heuristic,7
1546,web ontology language,includes,pervasive computing environments,openie,1
1547,linked data,includes,knowledge management systems,openie,3
1548,world wide web,recommends,web ontology language,heuristic,6
1549,grid environments,includes,semantic description,openie,1
1550,semantic web services,automates,web services discovery,heuristic,2
1551,web development,requires,semantic web services,heuristic,3
1552,ontology integration,includes,semantic web services,openie,3
1553,semantic description,includes,computer vision,openie,2
1554,investments,base,linked data,heuristic,3
1555,background knowledge,uses,linked data,heuristic,5
1556,semantic web services,provides,tool support,heuristic,1
1557,web ontology language,provides,visualization,heuristic,1
1558,semantic web services,analyzes,visualization,heuristic,3
1559,service ontology,supports,semantic descriptions,heuristic,3
1560,undirected graph,represents,web ontology language,heuristic,1
1561,ontology alignment,includes,document clustering,openie,1
1562,semantic web services,includes,automated reasoning,openie,1
1563,ontology alignment,is,information retrieval,heuristic,9
1564,resource description framework (rdf),uses,process modelling,heuristic,2
1565,semantic search engine,includes,component-based software engineering,openie,1
1566,semantic web services,standardizes,knowledge-sharing,heuristic,1
1567,java,includes,web ontology language,openie,1
1568,web ontology language,includes,ontology-based,openie,20
1569,web ontology language,provides,inference,heuristic,1
1570,manets,includes,semantic descriptions,openie,2
1571,web searches,includes,semantic search engine,openie,1
1572,resource description framework (rdf),includes,distributed systems,openie,1
1573,web ontology language,uses,services discovery,heuristic,1
1574,data mining,produces,web ontology language,heuristic,2
1575,resource description framework (rdf),is,information retrieval,heuristic,1
1576,ontology alignment,includes,data integration,openie,2
1577,ontology alignment,analyzes,description logics,heuristic,4
1578,ontology alignment,includes,sensor networks,openie,1
1579,ontology alignment,includes,sentence similarity,openie,2
1580,linked data,is,reasoning algorithms,heuristic,7
1581,semantic search engines,includes,semantic web technologies,openie,12
1582,resource description framework (rdf),analyzes,semantic descriptions,heuristic,1
1583,knowledge-sharing,represents,ontology alignment,heuristic,2
1584,knowledge representation,uses,web ontology language,heuristic,16
1585,ontology alignment,is,information systems,heuristic,5
1586,knowledge bases,includes,web ontology language,openie,1
1587,web ontology language,includes,web applications,openie,1
1588,semantic search engines,acquires,background knowledge,heuristic,3
1589,semantic web technologies,uses,resource description framework (rdf),openie,3
1590,semantic search engine,conjunction,world wide web,heuristic,1
1591,clustering algorithms,includes,ontology alignment,openie,1
1592,ontology merging,automates,web ontology language,heuristic,2
1593,schema matching,conjunction,ontology alignment,heuristic,1
1594,grid environments,maintains,ontology alignment,heuristic,1
1595,web ontology language,uses,resource discovery,heuristic,3
1596,ontology alignment,matches,query rewritings,heuristic,1
1597,web ontology language,uses,recommendation,heuristic,3
1598,ontology alignment,includes,product design,openie,1
1599,search engines,includes,ontology alignment,openie,1
1600,knowledge discovery,includes,linked data,openie,1
1601,learning,proposes,ontology alignment,heuristic,2
1602,resource description framework (rdf),supports,information needs,heuristic,3
1603,dbpedia,evaluates,semantic search engines,heuristic,1
1604,semantic search engines,includes,agent technology,openie,1
1605,semantic description,acquires,wordnet,heuristic,1
1606,web ontology language,includes,distributed environments,openie,1
1607,semantic web technologies,includes,web ontology language,openie,1
1608,semantic search engines,matches,rdf graph,heuristic,1
1609,web ontology language,base,sparql,heuristic,22
1610,resource description framework (rdf),selects,engine,heuristic,2
1611,semantic relationships,supports,semantic web services,heuristic,19
1612,knowledge bases,proposes,resource description framework (rdf),heuristic,2
1613,topology,matches,resource description framework (rdf),heuristic,1
1614,ontology alignment,includes,answering queries,openie,1
1615,web ontology language,defines,ontology-based,openie,3
1616,ontology evolution,includes,semantic search engines,openie,1
1617,dbpedia,produces,resource description framework (rdf),heuristic,2
1618,resource description framework (rdf),proposes,fuzzy extension,heuristic,1
1619,recommendation,includes,linked data,openie,1
1620,social webs,supports,linked data,heuristic,1
1621,spam filtering,includes,ontology alignment,openie,1
1622,web ontology language,includes,web ontology language,openie,1
1623,verification,supports,semantic web services,heuristic,3
1624,linked data,provides,question answering systems,heuristic,6
1625,context modeling,includes,ontology alignment,openie,1
1626,grid services,provides,semantic web services,heuristic,2
1627,semantic search engines,requires,search engines,openie,4
1628,semantic web services,represents,computer science,heuristic,2
1629,concept lattices,includes,ontology alignment,openie,1
1630,semantic description,supports,reasoning algorithms,openie,1
1631,web ontology language,includes,social networks,openie,2
1632,semantic search engines,uses,mobile phones,heuristic,2
1633,web ontology language,includes,modeling languages,openie,4
1634,semantic search engines,is,component-based software engineering,heuristic,1
1635,ontology language,includes,semantic description,openie,2
1636,curriculum,represents,ontology alignment,heuristic,1
1637,ontology-based,produces,ontology alignment,heuristic,35
1638,semantic search engine,selects,internet,heuristic,3
1639,information management,evaluates,ontology alignment,heuristic,1
1640,mobile robotics,produces,semantic description,heuristic,2
1641,web ontology language,represents,knowledge engineering,heuristic,1
1642,dbpedia,publishes,linked data,heuristic,21
1643,web searches,proposes,resource description framework (rdf),heuristic,3
1644,ontology alignment,includes,evaluation system,openie,1
1645,semantic search engines,includes,semantic web technologies,openie,1
1646,spatial data infrastructure,uses,semantic search engines,heuristic,2
1647,web ontology language,provides,web ontology language,openie,4
1648,information systems,proposes,resource description framework (rdf),heuristic,3
1649,natural language processing systems,includes,semantic web services,openie,2
1650,ontology-based,supports,semantic search engines,openie,3
1651,web ontology language,includes,context reasoning,openie,1
1652,linked data,includes,inference,openie,1
1653,semantic description,base,domain knowledge,heuristic,1
1654,web ontology language,uses,component repository,heuristic,3
1655,semantic search engine,acquires,component-based software engineering,heuristic,1
1656,description logics,includes,semantic search engine,openie,1
1657,geoprocessing,base,web ontology language,heuristic,2
1658,ontology alignment,uses,domain-specific ontologies,heuristic,3
1659,radio frequency identification technology,combines,semantic web services,heuristic,1
1660,linked data,produces,database systems,heuristic,8
1661,inference,is,linked data,heuristic,2
1662,ontology alignment,defines,undirected graph,heuristic,2
1663,ontology alignment,base,wordnet,heuristic,8
1664,storage systems,base,resource description framework (rdf),heuristic,1
1665,ontology alignment,automates,query rewritings,heuristic,2
1666,web ontology language,includes,grid services,openie,1
1667,information retrieval,maintains,ontology alignment,heuristic,3
1668,vector space models,includes,semantic search engines,openie,1
1669,relational database systems,acquires,web ontology language,heuristic,9
1670,ontology-based,includes,ontology alignment,openie,3
1671,sparql,uses,semantic web services,heuristic,2
1672,semantic web technologies,publishes,linked data,heuristic,38
1673,web ontology language,proposes,agent technology,heuristic,2
1674,ontology alignment,uses,query processing,heuristic,1
1675,ontology alignment,uses,dbpedia,heuristic,1
1676,linked data,produces,semantic relationships,heuristic,4
1677,semantic description,includes,mass customization,openie,1
1678,ontology technology,uses,web ontology language,heuristic,4
1679,resource description framework (rdf),produces,inference,heuristic,14
1680,service matching,uses,semantic web services,heuristic,7
1681,world wide web,conjunction,semantic search engine,heuristic,1
1682,ontology alignment,conjunction,context modeling,heuristic,1
1683,resource description framework (rdf),maintains,quality of softwares,heuristic,1
1684,augmented reality,improves,linked data,heuristic,3
1685,ontology alignment,includes,ontology-based,openie,9
1686,service architecture,produces,semantic descriptions,heuristic,1
1687,ontology alignment,produces,information systems,heuristic,3
1688,web ontology language,produces,domain-specific ontologies,openie,1
1689,distributed ledgers,includes,linked data,openie,1
1690,ontology alignment,selects,libraries,heuristic,3
1691,resource description framework (rdf),visualizes,hyperlinks,heuristic,1
1692,domain-specific ontologies,includes,ontology alignment,openie,2
1693,semantic description,represents,semantic web technologies,heuristic,2
1694,web ontology language,includes,semantic interoperability,openie,1
1695,semantic web services,queries,information retrieval,heuristic,2
1696,digital libraries,produces,semantic web services,heuristic,1
1697,insert,improves,semantic web services,heuristic,1
1698,semantic similarity measures,conjunction,linked data,heuristic,1
1699,ontology alignment,includes,knowledge exchange,openie,1
1700,semantic descriptions,includes,ontology-based,openie,2
1701,authorization,base,semantic web services,heuristic,3
1702,semantic web services,includes,supply chain coordination,openie,2
1703,ontology alignment,includes,user query,openie,1
1704,web contents,provides,semantic search engines,heuristic,10
1705,semantic search engines,selects,hier-archical clustering,heuristic,3
1706,web ontology language,defines,ontology-based,heuristic,183
1707,resource description framework (rdf),includes,web contents,heuristic,3
1708,automated reasoning,converts,linked data,heuristic,3
1709,web ontology language,combines,defeasible logic,heuristic,1
1710,description logics,includes,semantic description,openie,1
1711,web ontology language,improves,web applications,heuristic,1
1712,ontology alignment,is,architectural tactics,heuristic,1
1713,agent technology,proposes,semantic description,heuristic,3
1714,semantic search engines,includes,web-searching,openie,1
1715,information retrieval,uses,semantic web services,heuristic,2
1716,semantic search engines,includes,ontology alignment,openie,1
1717,python,includes,linked data,openie,1
1718,ontology alignment,provides,ontology-based,heuristic,124
1719,ontology alignment,uses,clone detection,heuristic,1
1720,information retrieval technology,includes,semantic search engine,openie,1
1721,domain-specific ontologies,uses,resource description framework (rdf),heuristic,3
1722,linked data,uses,sparql,heuristic,15
1723,semantic web services,conjunction,user profiles,heuristic,1
1724,linked data,includes,semantic relationships,openie,2
1725,knowledge-sharing,includes,ontology alignment,openie,1
1726,ontology alignment,includes,artificial intelligence,openie,1
1727,language acquisition,uses,linked data,heuristic,1
1728,linked data,provides,search engines,heuristic,4
1729,pattern recognition,conjunction,web ontology language,heuristic,1
