,s,p,o,source,support
1413,resource description framework (rdf),matches,matching algorithm,heuristic,1
1414,resource description framework (rdf),supports,software agents,heuristic,2
1415,resource description framework (rdf),base,extensible markup language,heuristic,5
1416,web ontology language,represents,information systems,heuristic,4
1417,web ontology language,uses,resource discovery,heuristic,3
1418,radio,represents,web ontology language,heuristic,1
1419,web ontology language,supports,business intelligence,heuristic,1
1420,web ontology language,supports,sharing knowledge,heuristic,3
1421,web ontology language,produces,pattern,heuristic,1
1422,web ontology language,supports,software agents,heuristic,1
1423,semantic similarity measures,combines,web ontology language,heuristic,2
1424,linked data,conjunction,mobile web,heuristic,1
1425,mobile web,conjunction,linked data,heuristic,1
1426,linked data,proposes,cloud services,heuristic,3
1427,cloud services,proposes,linked data,heuristic,2
1428,semantic search engines,provides,knowledge bases,heuristic,7
1429,libraries,produces,semantic search engine,heuristic,1
1430,resource description framework (rdf),supports,social webs,heuristic,1
1431,relational data models,affects,resource description framework (rdf),heuristic,1
1432,semantic search engines,acquires,multimedia contents,heuristic,3
1433,information retrieval technology,guides,semantic search engine,heuristic,2
1434,description logics,uses,ontology alignment,heuristic,2
1435,knowledge discovery,uses,linked data,heuristic,5
1436,ontology alignment,is,information exchanges,heuristic,1
1437,resource description framework (rdf),base,ubiquitous environments,heuristic,2
1438,resource description framework (rdf),base,ubiquitous environments,heuristic,2
1439,resource description framework (rdf),is,dublin core,heuristic,1
1440,geology,base,resource description framework (rdf),heuristic,1
1441,resource description framework (rdf),produces,geology,heuristic,1
1442,resource description framework (rdf),uses,process modelling,heuristic,2
1443,resource description framework (rdf),uses,process modelling,heuristic,2
1444,semantic search engine,uses,biomedical literature,heuristic,1
1445,ontology alignment,extends,model-checking,heuristic,3
1446,wordnet,analyzes,ontology alignment,heuristic,2
1447,wordnet,matches,ontology alignment,heuristic,5
1448,semantic heterogeneity,proposes,ontology alignment,heuristic,4
1449,semantic search engines,selects,mining association rules,heuristic,3
1450,semantic search engines,selects,hier-archical clustering,heuristic,3
1451,business process modelling,represents,ontology alignment,heuristic,1
1452,database systems,proposes,web ontology language,heuristic,2
1453,web ontology language,uses,knowledge acquisition,heuristic,2
1454,semantic description,uses,knowledge acquisition,heuristic,1
1455,semantic description,uses,knowledge-sharing,heuristic,1
1456,web ontology language,is,programming languages,heuristic,1
1457,programming languages,uses,web ontology language,heuristic,3
1458,ontology building,provides,web ontology language,heuristic,2
1459,web ontology language,uses,relational database systems,heuristic,2
1460,web ontology language,provides,inference,heuristic,1
1461,web ontology language,limits,answering queries,heuristic,2
1462,web ontology language,is,software design patterns,heuristic,2
1463,web ontology language,is,software design patterns,heuristic,2
1464,pattern,uses,web ontology language,heuristic,1
1465,web ontology language,uses,pattern,heuristic,1
1466,controlled vocabulary,converts,web ontology language,heuristic,3
1467,pattern,represents,linked data,heuristic,8
1468,knowledge representation and reasoning,is,web ontology language,heuristic,3
1469,web ontology language,is,dynamic service composition,heuristic,1
1470,resource description framework (rdf),produces,cloud services,heuristic,3
1471,resource description framework (rdf),produces,cloud services,heuristic,3
1472,ontology alignment,improves,web usage,heuristic,1
1473,ontology alignment,acquires,database systems,heuristic,3
1474,resource description framework (rdf),visualizes,hyperlinks,heuristic,1
1475,resource description framework (rdf),visualizes,hyperlinks,heuristic,1
1476,resource description framework (rdf),visualizes,user interfaces,heuristic,1
1477,resource description framework (rdf),visualizes,user interfaces,heuristic,1
1478,petri nets,supports,resource description framework (rdf),heuristic,2
1479,resource description framework (rdf),supports,knowledge management,heuristic,6
1480,resource description framework (rdf),selects,engine,heuristic,2
1481,database systems,represents,semantic search engines,heuristic,3
1482,semantic search engine,improves,semantic relationships,heuristic,3
1483,semantic relationships,improves,semantic search engine,heuristic,1
1484,web ontology language,is,display,heuristic,1
1485,semantic search engines,produces,description logics,heuristic,1
1486,semantic search engines,uses,mobile phones,heuristic,2
1487,answering queries,requires,semantic search engines,heuristic,2
1488,resource description framework (rdf),uses,knowledge acquisition,heuristic,2
1489,resource description framework (rdf),selects,knowledge acquisition,heuristic,3
1490,ontology integration,acquires,ontology alignment,heuristic,2
1491,ontology alignment,is,information integration,heuristic,2
1492,resource description framework (rdf),produces,data exchange,heuristic,1
1493,collaborative designs,uses,semantic web services,heuristic,2
1494,resource description framework (rdf),supports,engineering,heuristic,3
1495,agent-based,includes,web ontology language,heuristic,1
1496,dbpedia,uses,ontology alignment,heuristic,1
1497,ontology alignment,converts,web service composition,heuristic,2
1498,ontology alignment,converts,xml schemas,heuristic,2
1499,libraries,base,ontology alignment,heuristic,1
1500,data integration,is,web ontology language,heuristic,2
1501,web ontology language,defines,continuous queries,heuristic,1
1502,semantic desktop,base,resource description framework (rdf),heuristic,1
1503,bayesian networks,base,resource description framework (rdf),heuristic,2
1504,resource description framework (rdf),is,binary relations,heuristic,2
1505,web ontology language,proposes,agent technology,heuristic,2
1506,semantic search engines,selects,natural language processing systems,heuristic,4
1507,semantic search engine,produces,fuzzy ontology,heuristic,1
1508,ontology evolution,conjunction,ontology alignment,heuristic,1
1509,ontology alignment,proposes,relational database systems,heuristic,3
1510,conceptual design,matches,web ontology language,heuristic,3
1511,geometry,matches,web ontology language,heuristic,3
1512,extreme programming,proposes,resource description framework (rdf),heuristic,1
1513,distributed hash table,base,resource description framework (rdf),heuristic,1
1514,distributed hash table,base,resource description framework (rdf),heuristic,1
1515,resource description framework (rdf),produces,mobile,heuristic,4
1516,resource description framework (rdf),produces,mobile,heuristic,4
1517,web contents,produces,resource description framework (rdf),heuristic,5
1518,semantic search engine,supports,semantic search engines,heuristic,2
1519,semantic web services,analyzes,value function approximation,heuristic,2
1520,semantic web services,analyzes,learning,heuristic,1
1521,resource description framework (rdf),is,component-based software engineering,heuristic,2
1522,semantic search engines,uses,education,heuristic,1
1523,resource description framework (rdf),is,information retrieval,heuristic,1
1524,resource description framework (rdf),is,information retrieval,heuristic,1
1525,web applications,uses,resource description framework (rdf),heuristic,1
1526,resource description framework (rdf),supports,information systems,heuristic,1
1527,resource description framework (rdf),supports,information systems,heuristic,1
1528,resource description framework (rdf),provides,retrieval performance,heuristic,1
1529,resource description framework (rdf),provides,retrieval performance,heuristic,1
1530,web ontology language,provides,question answering systems,heuristic,2
1531,ontology alignment,conjunction,schema matching,heuristic,3
1532,ubiquitous computing environment,uses,web ontology language,heuristic,5
1533,semantic web services,extends,decryption,heuristic,1
1534,artificial intelligence,conjunction,semantic search engines,heuristic,2
1535,semantic search engines,conjunction,artificial intelligence,heuristic,2
1536,microdata,is,resource description framework (rdf),heuristic,1
1537,microdata,is,resource description framework (rdf),heuristic,1
1538,universities,is,resource description framework (rdf),heuristic,1
1539,spatial data infrastructure,uses,semantic search engines,heuristic,2
1540,semantic search engines,uses,map-reduce,heuristic,1
1541,natural languages,conjunction,resource description framework (rdf),heuristic,1
1542,distributed storage,queries,resource description framework (rdf),heuristic,2
1543,hierarchical structures,uses,resource description framework (rdf),heuristic,1
1544,hierarchical structures,uses,resource description framework (rdf),heuristic,1
1545,display,affects,resource description framework (rdf),heuristic,1
1546,web ontology language,selects,web contents,heuristic,3
1547,ontology alignment,matches,query rewritings,heuristic,1
1548,resource description framework (rdf),represents,web engineering,heuristic,1
1549,web ontology language,represents,web engineering,heuristic,1
1550,web ontology language,represents,knowledge engineering,heuristic,1
1551,information retrieval,base,web ontology language,heuristic,1
1552,web ontology language,uses,information exchanges,heuristic,4
1553,standard model,proposes,web ontology language,heuristic,3
1554,web ontology language,provides,distributed environments,heuristic,1
1555,topology,matches,resource description framework (rdf),heuristic,1
1556,resource description framework (rdf),represents,coloured petri nets,heuristic,2
1557,resource description framework (rdf),uses,business process execution language,heuristic,1
1558,resource description framework (rdf),uses,business process execution language,heuristic,1
1559,context information,acquires,resource description framework (rdf),heuristic,1
1560,resource description framework (rdf),maintains,context information,heuristic,2
1561,context information,acquires,resource description framework (rdf),heuristic,1
1562,resource description framework (rdf),maintains,context information,heuristic,2
1563,resource description framework (rdf),uses,embedded,heuristic,3
1564,learning objects,interacts,resource description framework (rdf),heuristic,2
1565,search engines,conjunction,ontology alignment,heuristic,1
1566,ontology alignment,conjunction,search engines,heuristic,1
1567,ontology alignment,conjunction,social networks,heuristic,1
1568,social networks,conjunction,ontology alignment,heuristic,1
1569,information management,base,ontology alignment,heuristic,1
1570,ontology alignment,base,argumentation,heuristic,1
1571,resource description framework (rdf),queries,optimization,heuristic,1
1572,web ontology language,queries,optimization,heuristic,1
1573,parallelism,limits,linked data,heuristic,2
1574,activity recognition,uses,resource description framework (rdf),heuristic,1
1575,activity recognition,uses,web ontology language,heuristic,1
1576,resource description framework (rdf),includes,video surveillance systems,heuristic,1
1577,resource description framework (rdf),includes,video surveillance systems,heuristic,1
1578,resource description framework (rdf),is,resource discovery,heuristic,3
1579,resource description framework (rdf),is,resource discovery,heuristic,3
1580,resource description framework (rdf),supports,access control,heuristic,3
1581,semantic search engines,produces,purchase,heuristic,3
1582,semantic wikis,represents,resource description framework (rdf),heuristic,3
1583,resource description framework (rdf),supports,semantic wikis,heuristic,2
1584,wiki,represents,resource description framework (rdf),heuristic,5
1585,resource description framework (rdf),supports,wiki,heuristic,2
1586,legacy systems,acquires,resource description framework (rdf),heuristic,5
1587,web ontology language,improves,web applications,heuristic,1
1588,semantic search engines,is,natural language processing systems,heuristic,3
1589,semantic search engines,analyzes,mobile agents,heuristic,1
1590,relational data models,uses,web ontology language,heuristic,2
1591,mobile,base,semantic web services,heuristic,2
1592,hierarchical structures,provides,semantic search engines,heuristic,1
1593,ontology alignment,conjunction,ontology construction,heuristic,1
1594,ontology construction,conjunction,ontology alignment,heuristic,1
1595,curriculum,converts,ontology alignment,heuristic,1
1596,information fusion,conjunction,ontology alignment,heuristic,1
1597,ontology alignment,conjunction,information fusion,heuristic,1
1598,ontology alignment,uses,query processing,heuristic,1
1599,web ontology language,uses,ontology alignment,heuristic,1
1600,web ontology language,supports,probability,heuristic,2
1601,probability,converts,web ontology language,heuristic,1
1602,resource description framework (rdf),base,java,heuristic,6
1603,linked data,represents,sharing knowledge,heuristic,3
1604,argumentation,combines,ontology alignment,heuristic,2
1605,services discovery,analyzes,web ontology language,heuristic,2
1606,web ontology language,uses,services discovery,heuristic,1
1607,knowledge bases,proposes,resource description framework (rdf),heuristic,2
1608,resource description framework (rdf),proposes,fuzzy extension,heuristic,1
1609,semantic search engines,matches,rdf graph,heuristic,1
1610,resource description framework (rdf),improves,visualization,heuristic,1
1611,semantic descriptions,is,content management systems,heuristic,2
1612,semantic memory,is,semantic web services,heuristic,1
1613,machine vision systems,is,semantic web services,heuristic,1
1614,data exchange,produces,ontology alignment,heuristic,1
1615,information systems,matches,ontology alignment,heuristic,6
1616,ontology alignment,selects,learning,heuristic,6
1617,document classification,uses,ontology alignment,heuristic,2
1618,schema matching,conjunction,ontology alignment,heuristic,1
1619,ontology alignment,conjunction,schema matching,heuristic,1
1620,ontology alignment,conjunction,service orchestration,heuristic,1
1621,service orchestration,conjunction,ontology alignment,heuristic,1
1622,email,links,linked data,heuristic,1
1623,blogs,publishes,linked data,heuristic,2
1624,linked data,provides,spamming,heuristic,2
1625,domain-specific ontologies,is,semantic search engine,heuristic,2
1626,heterogeneous databases,includes,semantic search engines,heuristic,3
1627,description logics,improves,semantic search engine,heuristic,1
1628,web ontology language,defines,dynamic logic,heuristic,2
1629,web ontology language,defines,verification,heuristic,1
1630,web ontology language,lacks,cooperative works,heuristic,1
1631,semantic descriptions,supports,prototyping,heuristic,2
1632,information retrieval,uses,semantic description,heuristic,1
1633,resource discovery,combines,ontology alignment,heuristic,2
1634,linked data,is,keyword search,heuristic,1
1635,resource description framework (rdf),uses,component-based software engineering,heuristic,1
1636,resource description framework (rdf),queries,display,heuristic,2
1637,resource description framework (rdf),supports,graphical representations,heuristic,2
1638,parameterizations,proposes,resource description framework (rdf),heuristic,1
1639,parameterizations,proposes,resource description framework (rdf),heuristic,1
1640,linked data,conjunction,on-line learning,heuristic,1
1641,on-line learning,conjunction,linked data,heuristic,1
1642,linked data,produces,hierarchical models,heuristic,1
1643,index structure,proposes,semantic search engines,heuristic,3
1644,web contents,provides,semantic search engines,heuristic,1
1645,ontology alignment,represents,faculty,heuristic,3
1646,data mining,maintains,ontology alignment,heuristic,1
1647,question answering systems,produces,semantic search engine,heuristic,2
1648,resource description framework (rdf),improves,distributed environments,heuristic,1
1649,soccer video,base,semantic search engines,heuristic,1
1650,natural language understanding,conjunction,semantic search engines,heuristic,2
1651,semantic search engines,conjunction,natural language understanding,heuristic,2
1652,resource description framework (rdf),uses,parallelism,heuristic,5
1653,web ontology language,provides,information retrieval,heuristic,1
1654,semantic search engine,extends,text mining,heuristic,1
1655,semantic search engine,extends,recommendation systems,heuristic,1
1656,ontology alignment,uses,argumentation,heuristic,1
1657,supervised machine learning,uses,resource description framework (rdf),heuristic,1
1658,supervised machine learning,uses,web ontology language,heuristic,1
1659,web ontology language,proposes,distributed query processing,heuristic,2
1660,resource description framework (rdf),produces,programming languages,heuristic,2
1661,ontology alignment,conjunction,word sense disambiguation,heuristic,1
1662,word sense disambiguation,conjunction,ontology alignment,heuristic,1
1663,information integration,conjunction,ontology alignment,heuristic,1
1664,linked data,provides,back propagation neural networks,heuristic,2
1665,resource description framework (rdf),uses,document classification,heuristic,1
1666,knowledge discovery in databases,uses,resource description framework (rdf),heuristic,1
1667,organizational memory,uses,resource description framework (rdf),heuristic,1
1668,natural languages,converts,web ontology language,heuristic,2
1669,collaborative designs,produces,web ontology language,heuristic,3
1670,web ontology language,uses,collaborative designs,heuristic,3
1671,semantic search engines,supports,information contents,heuristic,1
1672,semantic search engine,uses,knowledge bases,heuristic,4
1673,linked data,supports,visualization,heuristic,1
1674,engineering,converts,linked data,heuristic,4
1675,learning,is,linked data,heuristic,3
1676,web servers,links,linked data,heuristic,1
1677,resource description framework (rdf),supports,information needs,heuristic,3
1678,cache,links,linked data,heuristic,1
1679,ontology alignment,defines,resource description framework (rdf),heuristic,1
1680,resource description framework (rdf),guides,undirected graph,heuristic,1
1681,ontology alignment,defines,undirected graph,heuristic,2
1682,reconstruction,supports,semantic search engines,heuristic,2
1683,resource description framework (rdf),classify,pattern,heuristic,2
1684,web ontology language,uses,pervasive computing environments,heuristic,1
1685,search engines,base,resource description framework (rdf),heuristic,3
1686,communication protocols,base,resource description framework (rdf),heuristic,1
1687,web engineering,uses,resource description framework (rdf),heuristic,1
1688,architecture reconstruction,uses,resource description framework (rdf),heuristic,1
1689,linked data,defines,data warehousing,heuristic,2
1690,linked data,acquires,semantic relationships,heuristic,1
1691,linked data,acquires,points of interest,heuristic,1
1692,web contents,uses,linked data,heuristic,1
1693,linked data,supports,web contents,heuristic,1
1694,web contents,uses,linked data,heuristic,1
1695,deterministic,includes,resource description framework (rdf),heuristic,1
1696,resource description framework (rdf),improves,query execution,heuristic,2
1697,linked data,selects,clustering algorithms,heuristic,2
1698,web ontology language,uses,bayesian networks,heuristic,2
1699,web ontology language,provides,rdf graph,heuristic,1
1700,web ontology language,proposes,cloud services,heuristic,3
1701,web ontology language,proposes,universities,heuristic,2
1702,semantic search engine,supports,embedded,heuristic,1
1703,information retrieval,conjunction,ontology alignment,heuristic,1
1704,ontology alignment,conjunction,text mining,heuristic,1
1705,text mining,conjunction,ontology alignment,heuristic,1
1706,semantic search engines,conjunction,link prediction,heuristic,1
1707,linked data,conjunction,twitter,heuristic,1
1708,linked data,conjunction,process modelling,heuristic,1
1709,process modelling,conjunction,linked data,heuristic,1
1710,ontology development,uses,web ontology language,heuristic,2
1711,component-based software engineering,produces,linked data,heuristic,2
1712,stock exchange,base,linked data,heuristic,3
1713,resource description framework (rdf),requires,information fusion,heuristic,3
1714,ontology alignment,is,equivalence relations,heuristic,2
1715,sensor networks,limits,ontology alignment,heuristic,1
1716,linked data,uses,computer hardware,heuristic,1
1717,data caches,selects,linked data,heuristic,3
1718,semantic search engines,supports,learning,heuristic,2
1719,linked data,provides,natural language interfaces,heuristic,2
1720,domain-specific ontologies,supports,linked data,heuristic,8
1721,linked data,proposes,knowledge management systems,heuristic,3
1722,knowledge management systems,base,linked data,heuristic,1
1723,pervasive,guides,semantic description,heuristic,1
1724,linked data,guides,on-line analytical processing,heuristic,2
1725,linked data,uses,domain-specific ontologies,heuristic,1
1726,linked data,includes,isi,heuristic,1
1727,semantic web services,conjunction,search engines,heuristic,1
1728,resource description framework (rdf),base,architecture viewpoints,heuristic,1
1729,extensible markup language,converts,web ontology language,heuristic,2
1730,resource description framework (rdf),supports,routing algorithms,heuristic,1
1731,web applications,is,semantic description,heuristic,2
1732,linked data,conjunction,augmented reality,heuristic,1
1733,augmented reality,improves,linked data,heuristic,3
1734,system architectures,supports,semantic search engines,heuristic,1
1735,data integration,proposes,semantic search engines,heuristic,2
1736,wiki,provides,semantic search engines,heuristic,2
1737,semantic search engines,conjunction,wiki,heuristic,1
1738,mashup,is,semantic search engines,heuristic,1
1739,social networks,is,semantic search engines,heuristic,1
1740,semantic search engine,uses,domain-specific ontologies,heuristic,1
1741,semantic search engines,improves,knowledge-sharing,heuristic,2
1742,mobile terminals,links,linked data,heuristic,1
1743,linked data,supports,answering queries,heuristic,1
1744,centrality measures,selects,resource description framework (rdf),heuristic,2
1745,resource description framework (rdf),maintains,quality of softwares,heuristic,1
1746,web ontology language,is,extensible markup language,heuristic,1
1747,resource description framework (rdf),base,vocabulary,heuristic,1
1748,semantic search engines,conjunction,image search,heuristic,1
1749,image search,conjunction,semantic search engines,heuristic,1
1750,vector space models,conjunction,semantic search engines,heuristic,1
1751,semantic search engines,conjunction,vector space models,heuristic,1
1752,semantic search engine,supports,software development life cycle,heuristic,1
1753,linked data,improves,distributed query processing,heuristic,1
1754,linked data,produces,query rewritings,heuristic,4
1755,ontology alignment,conjunction,web-mining,heuristic,1
1756,web-mining,conjunction,ontology alignment,heuristic,1
1757,linked data,base,routing algorithms,heuristic,1
1758,social webs,supports,linked data,heuristic,1
1759,linked data,produces,world wide web,openie,1
1760,resource description framework (rdf),is,database systems,openie,1
1761,ontology alignment,supports,semantic interoperability,openie,1
1762,enterprise architecture,uses,resource description framework (rdf),openie,1
1763,ontology-based,uses,web ontology language,openie,9
1764,extreme programming,defines,web ontology language,openie,1
1765,semantic search engines,requires,verification,openie,1
1766,ontology-based,uses,web ontology language,openie,7
1767,web ontology language,is,ontology language,openie,7
1768,semantic search engines,is,component-based software engineering,openie,1
1769,database systems,is,linked data,openie,1
1770,web ontology language,is,recommendation,openie,1
1771,linked data,supports,dialogue,openie,1
1772,semantic search engines,requires,search engines,openie,4
1773,web ontology language,defines,ontology-based,openie,3
1774,web ontology language,is,web ontology language,openie,1
1775,linked data,uses,natural languages,openie,1
1776,component-based software engineering,is,ontology alignment,openie,1
1777,linked data,provides,background knowledge,openie,1
1778,question answering systems,uses,linked data,openie,1
1779,sparql,queries,resource description framework (rdf),openie,2
1780,search engines,provides,semantic search engines,openie,2
1781,automatic image annotation,supports,semantic search engines,openie,1
1782,web ontology language,supports,search engines,openie,1
1783,data publishing,uses,resource description framework (rdf),openie,1
1784,ontology-based,supports,semantic search engines,openie,3
1785,semantic web technologies,uses,resource description framework (rdf),openie,3
1786,semantic search engines,analyzes,information needs,openie,1
1787,semantic web services,combines,semantic web technologies,openie,1
1788,web ontology language,supports,search engines,openie,1
1789,semantic web services,provides,automation,openie,4
1790,semantic web technologies,uses,linked data,openie,1
1791,semantic web services,supports,automated reasoning,openie,2
1792,semantic web technologies,uses,web ontology language,openie,2
1793,semantic web technologies,uses,resource description framework (rdf),openie,3
1794,web ontology language,provides,web ontology language,openie,4
1795,semantic web services,uses,ontology-based,openie,1
1796,resource description framework (rdf),represents,web information,openie,1
1797,semantic web technologies,combines,web ontology language,openie,1
1798,semantic search engines,produces,ontology-based,openie,1
1799,resource description framework (rdf),supports,data exchange,openie,1
1800,natural language processing systems,uses,linked data,openie,1
1801,semantic web services,uses,semantic web technologies,openie,1
1802,linked data,supports,parsing algorithm,openie,1
1803,linked open data,includes,resource description framework (rdf),openie,1
1804,web ontology language,produces,domain-specific ontologies,openie,1
1805,semantic web services,produces,automatic composition,openie,1
1806,web ontology language,is,resource description framework (rdf),openie,1
1807,libraries,uses,resource description framework (rdf),openie,2
1808,resource description framework (rdf),supports,reasoning algorithms,openie,1
1809,resource description framework (rdf),defines,ontology-based,openie,5
1810,mashup,selects,semantic web services,openie,1
1811,semantic descriptions,uses,semantic web technologies,openie,1
1812,semantic description,includes,semantic relationships,openie,1
1813,web ontology language,represents,ontology-based,openie,5
1814,web servers,provides,resource description framework (rdf),openie,1
1815,semantic descriptions,is,component-based software engineering,openie,1
1816,linked data,uses,semantic web technologies,openie,1
1817,ontology alignment,supports,knowledge exchange,openie,1
1818,semantic web services,requires,authentication,openie,1
1819,semantic web services,requires,privacy,openie,1
1820,semantic web technologies,supports,resource description framework (rdf),openie,1
1821,web contents,uses,resource description framework (rdf),openie,2
1822,knowledge bases,uses,web ontology language,openie,1
1823,linked data,requires,ontology-based,openie,2
1824,reasoning algorithms,uses,web ontology language,openie,1
1825,knowledge representation,uses,web ontology language,openie,1
1826,linked data,uses,resource description framework (rdf),openie,1
1827,linked data,uses,resource description framework (rdf),openie,2
1828,semantic web services,automates,web services discovery,openie,1
1829,web ontology language,provides,access control,openie,1
1830,resource description framework (rdf),is,standard model,openie,1
1831,electronic commerce,requires,ontology alignment,openie,1
1832,semantic description,uses,ontology-based,openie,1
1833,ontology alignment,reuses,ontology-based,openie,2
1834,semantic description,supports,reasoning algorithms,openie,1
1835,semantic search engines,improves,web searches,openie,1
1836,semantic description,supports,automation,openie,1
1837,ontology-based,supports,linked data,openie,1
1838,linked data,is,component-based software engineering,openie,1
1839,ontology alignment,provides,semantic interoperability,openie,4
1840,semantic search engines,uses,recommendation,openie,1
1841,semantic search engines,uses,resource description framework (rdf),openie,1
1842,semantic description,uses,web ontology language,openie,1
1843,web ontology language,uses,pattern,openie,1
1844,web ontology language,is,ontology language,openie,1
1845,semantic search engines,uses,mobile phones,openie,1
1846,ontology-based,uses,resource description framework (rdf),openie,1
1847,ontology-based,uses,resource description framework (rdf),openie,1
1848,ontology-based,proposes,ontology alignment,openie,1
1849,semantic search engine,combines,ontology technology,openie,1
1850,domain-specific ontologies,uses,web ontology language,openie,1
1851,web ontology language,supports,reasoning algorithms,openie,1
1852,web ontology language,supports,inference,openie,1
1853,linked data,improves,web contents,openie,1
1854,linked data,provides,sparql,openie,1
1855,wiki,provides,semantic search engines,openie,1
1856,linked data,includes,world wide web,openie,3
1857,dbpedia,includes,semantic search engine,openie,2
1858,posterior probability,includes,ontology alignment,openie,1
1859,ontology-based,includes,linked data,openie,16
1860,linked data,includes,semantic web technologies,openie,44
1861,ontology alignment,includes,ontology alignment,openie,28
1862,ontology alignment,includes,ontology integration,openie,1
1863,resource description framework (rdf),includes,semantic web technologies,openie,67
1864,resource description framework (rdf),includes,web ontology language,openie,264
1865,ontology technology,includes,web ontology language,openie,2
1866,semantic web technologies,includes,linked data,openie,29
1867,resource description framework (rdf),includes,semantic web technologies,openie,64
1868,resource description framework (rdf),includes,sparql,openie,78
1869,sparql,includes,web ontology language,openie,7
1870,semantic web technologies,includes,semantic search engine,openie,2
1871,semantic search engines,includes,keyword search,openie,3
1872,keyword search,includes,semantic search engines,openie,3
1873,relational data models,includes,semantic search engines,openie,1
1874,ontology integration,includes,ontology alignment,openie,3
1875,knowledge representation,includes,ontology alignment,openie,2
1876,ontology alignment,includes,ontology alignment,openie,42
1877,ontology alignment,includes,ontology-based,openie,9
1878,search engines,includes,semantic search engine,openie,3
1879,semantic search engines,includes,smart phones,openie,1
1880,semantic search engines,includes,ontology construction,openie,1
1881,ontology building,includes,semantic search engines,openie,2
1882,semantic relationships,includes,semantic search engines,openie,14
1883,ontology alignment,includes,semantic data,openie,1
1884,ontology-based,includes,semantic description,openie,4
1885,resource description framework (rdf),includes,enterprise architecture,openie,1
1886,resource description framework (rdf),includes,ontology language,openie,12
1887,web ontology language,includes,ontology language,openie,36
1888,web ontology language,includes,semantic web technologies,openie,23
1889,linked data,includes,education,openie,1
1890,ontology alignment,includes,concept lattices,openie,1
1891,concept lattices,includes,ontology alignment,openie,1
1892,resource description framework (rdf),includes,linked data,openie,3
1893,pervasive computing environments,includes,ontology alignment,openie,1
1894,semantic web technologies,includes,linked data,openie,2
1895,web ontology language,includes,description logics,openie,4
1896,web ontology language,includes,description logics,openie,7
1897,web ontology language,includes,ontology-based,openie,27
1898,extensible markup language,includes,resource description framework (rdf),openie,15
1899,extensible markup language,includes,web ontology language,openie,4
1900,service compositions,includes,ontology alignment,openie,3
1901,resource description framework (rdf),includes,semantic web technologies,openie,8
1902,web ontology language,includes,web ontology language,openie,18
1903,web ontology language,includes,sparql,openie,35
1904,ontology-based,includes,ontology alignment,openie,11
1905,inference,includes,semantic search engines,openie,1
1906,linked data,includes,semantic web technologies,openie,10
1907,linked data,includes,semantic metadata,openie,1
1908,linked data,includes,machine learning techniques,openie,1
1909,web ontology language,includes,resource description framework (rdf),openie,37
1910,semantic web technologies,includes,web ontology language,openie,2
1911,programming languages,includes,resource description framework (rdf),openie,1
1912,resource description framework (rdf),includes,content management,openie,1
1913,extreme programming,includes,linked data,openie,1
1914,resource description framework (rdf),includes,ontology-based,openie,51
1915,semantic description,includes,cloud services,openie,1
1916,data integration,includes,ontology alignment,openie,5
1917,ontology alignment,includes,information retrieval,openie,1
1918,semantic web rule languages,includes,web ontology language,openie,5
1919,web ontology language,includes,ontology-based,openie,20
1920,resource description framework (rdf),includes,description logics,openie,6
1921,software design patterns,includes,linked data,openie,1
1922,ontology alignment,includes,semantic interoperability,openie,5
1923,semantic heterogeneity,includes,ontology alignment,openie,1
1924,wordnet,includes,resource description framework (rdf),openie,1
1925,ontology-based,includes,semantic search engines,openie,22
1926,resource description framework (rdf),includes,linked open data,openie,4
1927,web ontology language,includes,semantic web technologies,openie,5
1928,semantic web rule languages,includes,web ontology language,openie,5
1929,ontology alignment,includes,semantic heterogeneity,openie,4
1930,ontology alignment,includes,data integration,openie,5
1931,web ontology language,includes,web ontology language,openie,45
1932,schema integration,includes,ontology alignment,openie,3
1933,data integration,includes,ontology alignment,openie,3
1934,ontology alignment,includes,semantic web technologies,openie,10
1935,speech recognition,includes,semantic search engines,openie,1
1936,semantic web technologies,includes,semantic search engines,openie,7
1937,natural language processing systems,includes,ontology alignment,openie,4
1938,information retrieval,includes,ontology alignment,openie,4
1939,ontology alignment,includes,knowledge acquisition,openie,2
1940,ontology alignment,includes,question answering systems,openie,1
1941,resource description framework (rdf),includes,web engineering,openie,2
1942,semantic search engines,includes,knowledge discovery,openie,3
1943,web ontology language,includes,ontology language,openie,4
1944,xml schemas,includes,web ontology language,openie,10
1945,ontology development,includes,ontology alignment,openie,2
1946,ontology alignment,includes,domain-specific ontologies,openie,1
1947,natural language interfaces,includes,ontology alignment,openie,1
1948,ontology alignment,includes,information retrieval,openie,4
1949,ontology alignment,includes,anomaly detection,openie,1
1950,ontology alignment,includes,intelligent agents,openie,1
1951,ontology alignment,includes,software maintenance,openie,1
1952,sparql,includes,semantic descriptions,openie,1
1953,ontology alignment,includes,web applications,openie,3
1954,semantic search engines,includes,ontology-based,openie,4
1955,natural language processing systems,includes,semantic search engines,openie,2
1956,linked data,includes,semantic search engine,openie,1
1957,semantic search engines,includes,reasoning algorithms,openie,1
1958,linked open data,includes,semantic search engines,openie,3
1959,semantic search engine,includes,user query,openie,1
1960,ontology-based,includes,semantic search engine,openie,7
1961,semantic metadata,includes,semantic search engine,openie,1
1962,semantic web technologies,includes,semantic descriptions,openie,1
1963,semantic descriptions,includes,ontology-based,openie,2
1964,semantic web technologies,includes,resource description framework (rdf),openie,6
1965,visualization,includes,semantic search engine,openie,1
